,Dutifulness,Cooperation,Self-consciousness,Orderliness,Achievement striving,Self-efficacy,Activity level,Self-discipline,Excitement-seeking,Cautiousness,Morality,Anxiety,Emotionality,Vulnerability,Immoderation,Sympathy,Friendliness,Modesty,Altruism,Assertiveness,Adventurousness,Gregariousness,Intellect,Imagination,Artistic interests,Depression,Anger,Trust,Cheerfulness,Liberalism,Words,DiversityW,WordL,VERB,NOUN,ADP,.,ADJ,ADV,CONJ,PRON,PRT,NUM,X,Plot,Poster,Rated,Language,Title,Country,Writer,Metascore,imdbRating,Director,Released,Year,Awards,Runtime,imdbVotes,imdbID,Actors1,Actors2,Genre1,Genre2
Election,0.760648155251,0.819460622629,0.405634444398,0.186108276855,0.542099763082,0.240608398741,0.327908952541,0.484532213652,0.147681405329,0.867818978393,0.969184436902,0.264585598586,0.827834151944,0.466687232008,0.433657724655,0.96694062031,0.481734052033,0.90969419915,0.884703704729,0.549739140892,0.438268725235,0.339645269351,0.87887262029,0.148416980112,0.721766544266,0.459917081425,0.111987105023,0.311583899329,0.693685827648,0.620990714629,12395.0,0.144655102864,3.38450988302,0.19290036305,0.170471964502,0.0669624848729,0.175312626059,0.048567970956,0.0710770471965,0.0273497377975,0.137878176684,0.0292053247277,0.00588947156111,0.0,"A high school teacher's personal life becomes complicated as he works with students during the school elections, particularly with an obsessive overachiever determined to become student body president.",https://images-na.ssl-images-amazon.com/images/M/MV5BYjViYWQ4NjAtZmUzNy00Nzg5LWJkMzctMTgwOTRhNjdjYWI3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,R,English,Election,USA,"Tom Perrotta (novel), Alexander Payne (screenplay), Jim Taylor (screenplay)",83,7.3,Alexander Payne,07 May 1999,1999,Nominated for 1 Oscar. Another 16 wins & 33 nominations.,103,"74,277",tt0126886,Matthew Broderick,Reese Witherspoon,Comedy,Drama
Snow Buddies,0.430691597654,0.723333489303,0.152512006516,0.718594650688,0.554998976804,0.289447741868,0.505875143477,0.704082360728,0.323125801212,0.701008839601,0.886917150279,0.0899599651284,0.338568449242,0.137153732842,0.411302786347,0.511947958857,0.793597501339,0.762215000222,0.427466394171,0.462002374249,0.822261678882,0.776881027838,0.361241000391,0.196615490688,0.531273712834,0.171975279258,0.175133304534,0.382184299923,0.780276490476,0.213256074455,9602.0,0.151010206207,3.11268485732,0.169443865861,0.244324099146,0.0513434701104,0.234742761925,0.0497812955634,0.0479066861071,0.0111435117684,0.0991460112477,0.0261403874193,0.00458237867111,0.0,"In this spin-off of the Air Bud franchise, five pups follow an ice cream transport truck to a plane and end up flying with the ice cream shipment to Alaska. There they find a pup friend and a boy who needs five dogs for a big race.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwOTEwODAxMV5BMl5BanBnXkFtZTcwMDA0MjE2MQ@@._V1_SX300.jpg,G,English,Snow Buddies,USA,"Robert Vince, Anna McRoberts, Kevin DiCicco (character ""Air Bud""), Phil Hanley (additional comedy material), Paul Tamasy (characters), Aaron Mendelsohn (characters)",N/A,5.4,Robert Vince,05 Feb 2008,2008,1 nomination.,87,"2,478",tt1079448,Jim Belushi,Jimmy Bennett,Adventure,Family
Kiss of the Damned,0.651154701626,0.925598257956,0.424961919269,0.229307962046,0.409898307828,0.0929374919582,0.233991520003,0.516080505227,0.207307109878,0.710686664404,0.994067561183,0.232833640135,0.893718834893,0.554858141454,0.582443785837,0.931945045267,0.38532237572,0.995092233451,0.862538993706,0.305025393584,0.834419978835,0.291582329371,0.933664403002,0.237277613783,0.874690970824,0.657577220439,0.0808624680551,0.172782822739,0.639048111771,0.592923706598,6107.0,0.179793679384,3.23415752415,0.224168986409,0.137547077125,0.0617324381857,0.1863435402,0.0419191092189,0.0751596528574,0.0140822007532,0.16096282954,0.0293106271492,0.00261994432618,0.0,"The vampire Djuna resists the advances of Paolo, but soon gives in to their passion. When her trouble-making sister unexpectedly comes to visit, Djuna's love is threatened, and the whole vampire community becomes endangered.",http://ia.media-imdb.com/images/M/MV5BMjMyMzg5OTAxNF5BMl5BanBnXkFtZTcwNTcxMzUxOQ@@._V1_SX300.jpg,R,English,Kiss of the Damned,USA,Xan Cassavetes,48,5.6,Xan Cassavetes,28 Mar 2013,2012,1 win & 4 nominations.,97,"3,661",tt1959438,Joséphine de La Baume,Milo Ventimiglia,Drama,Horror
Lighthouse,0.432228311823,0.699849601523,0.205618528744,0.602532638199,0.399955327552,0.251299502061,0.263142443699,0.63976896647,0.216272794434,0.791485260213,0.979333734513,0.06206486926,0.585478079897,0.148102737884,0.430995426285,0.708156922884,0.590320990563,0.951331883792,0.520227496995,0.441818566055,0.833920198847,0.501746242437,0.846982715655,0.112097554463,0.490706388664,0.378235458215,0.15871402501,0.198511688067,0.524736291943,0.308819678092,4019.0,0.204777307788,3.10176660861,0.177158497139,0.162727046529,0.0679273451107,0.259766110973,0.0328439910425,0.0674297088828,0.00920627021647,0.125901965663,0.0231400845982,0.0084598158746,0.0,"A prison ship on its way to a remote island prison runs aground on rocks and sinks. Mixed survivors of cons and prison guards struggle ashore, only to discover to their horror that another ...",http://ia.media-imdb.com/images/M/MV5BMTgxNTg5MzQ5Nl5BMl5BanBnXkFtZTcwNjAzNDQzMQ@@._V1_SX300.jpg,R,English,Lighthouse,UK,"Simon Hunter, Graeme Scarfe (story)",N/A,4.9,Simon Hunter,17 Jul 2002,1999,2 wins & 3 nominations.,95,"1,023",tt0139426,James Purefoy,Rachel Shelley,Horror,Thriller
Congo,0.375822981291,0.683516539816,0.227401995321,0.666775161561,0.352064555772,0.168308878211,0.195046441298,0.591161694479,0.211027946124,0.75845848052,0.954979196172,0.0640458129748,0.556887584746,0.145634992706,0.532080272286,0.809913790161,0.482440643773,0.825486754456,0.529351500996,0.382967550206,0.848803217996,0.41056263946,0.966054423177,0.379625560964,0.834215565913,0.318198140789,0.173515513839,0.126870093651,0.51582050148,0.625949110931,9573.0,0.159197743654,3.12148751697,0.184372714927,0.174657891988,0.0522302308576,0.260524391518,0.0357254779066,0.0525436122428,0.00929698109266,0.123576726209,0.0225634597305,0.00501410216233,0.0,"When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong.",https://images-na.ssl-images-amazon.com/images/M/MV5BMmQ2YWFjZGItMTNiZi00ZDFmLWE3ZTAtNTZiZTI5ZjBjYzlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,PG-13,English,Congo,USA,"Michael Crichton (novel), John Patrick Shanley (screenplay)",22,5.0,Frank Marshall,09 Jun 1995,1995,2 wins & 11 nominations.,109,"34,905",tt0112715,Laura Linney,Dylan Walsh,Action,Adventure
Wimbledon,0.563276699656,0.59597741889,0.441053063002,0.217021932844,0.31911392786,0.19217355897,0.217004789965,0.280985994124,0.331599948519,0.627201764845,0.816190707253,0.308313750874,0.724984054973,0.394868814614,0.663532697423,0.804127384243,0.47671121568,0.824722290178,0.641131921406,0.301547890237,0.396844894472,0.439451240537,0.80125528732,0.297492116411,0.396205844532,0.554116164622,0.325973741358,0.474715464082,0.611150304289,0.636870626557,11795.0,0.180415430267,3.3253921153,0.170580754557,0.225434506147,0.0513777024163,0.19821958457,0.0832556167868,0.054514624841,0.0154302670623,0.103857566766,0.022891055532,0.0091564222128,0.0,"A pro tennis player has lost his ambition and has fallen in rank to 119. Fortunately for him, he meets a young player on the women's circuit who helps him recapture his focus for Wimbledon.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2MDAwMDU0M15BMl5BanBnXkFtZTcwNTE2MjYyMQ@@._V1_SX300.jpg,PG-13,English,Wimbledon,UK,"Adam Brooks, Jennifer Flackett, Mark Levin",59,6.3,Richard Loncraine,17 Sep 2004,2004,1 nomination.,98,"52,302",tt0360201,Kirsten Dunst,Paul Bettany,Comedy,Romance
White Noise,0.619765177113,0.808463121137,0.474488803944,0.285294181498,0.293507340822,0.0456080495961,0.143883785135,0.299565060929,0.123524295134,0.654624319101,0.987553503854,0.483667777641,0.965119351785,0.740658021642,0.490704430993,0.984773123594,0.314341909642,0.99705497818,0.924892114277,0.122212555915,0.455993246408,0.141978795433,0.717404663464,0.397817178081,0.820626456841,0.849351589073,0.49699299112,0.0752483503461,0.628320533214,0.316955622965,6300.0,0.18746031746,3.1846031746,0.175079365079,0.179682539683,0.0536507936508,0.26873015873,0.0363492063492,0.0526984126984,0.0126984126984,0.125079365079,0.0350793650794,0.00936507936508,0.0,"An architect's desire to speak with his wife from beyond the grave, becomes an obsession with supernatural repercussions.",https://images-na.ssl-images-amazon.com/images/M/MV5BNWVkNGY2NTgtNWVhNi00NWU3LWE4NWMtNDFjMzA1N2QzMjQyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,PG-13,English,White Noise,UK,Niall Johnson,30,5.5,Geoffrey Sax,07 Jan 2005,2005,1 win & 2 nominations.,101,"42,135",tt0375210,Michael Keaton,Chandra West,Drama,Horror
Only Lovers Left Alive,0.491431515509,0.884063922454,0.6014144365,0.305143490441,0.160304811102,0.0276025653933,0.0916836625935,0.209725647134,0.263237767798,0.663710626506,0.924952571389,0.402911334928,0.825366559006,0.574754347103,0.710949800677,0.873973228465,0.317980111574,0.968345066865,0.616124576783,0.0666862616588,0.729417769666,0.301086270877,0.93338911586,0.532623071333,0.95697181832,0.75640777031,0.20197393208,0.326998360856,0.465170687785,0.809164530247,8403.0,0.174699512079,3.17779364513,0.160061882661,0.194573366655,0.0498631441152,0.257765083899,0.0426038319648,0.0648577888849,0.0138045935975,0.117696060931,0.0215399262168,0.00559324050934,0.0,"A depressed musician reunites with his lover, though their romance - which has already endured several centuries - is disrupted by the arrival of her uncontrollable younger sister.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0NTQ1NjA0OV5BMl5BanBnXkFtZTgwMDg5NjkzMTE@._V1_SX300.jpg,R,English,Only Lovers Left Alive,Germany,"Jim Jarmusch, Marion Bessay (adaptation)",79,7.3,Jim Jarmusch,25 Dec 2013,2013,9 wins & 38 nominations.,123,"62,363",tt1714915,Tilda Swinton,Tom Hiddleston,Comedy,Drama
Norway,0.209779540576,0.464563198312,0.170514069853,0.533764827073,0.228633318933,0.196873184436,0.142331218056,0.377273912389,0.616975781933,0.297552898298,0.91201076772,0.167369896196,0.685632931557,0.197846355052,0.736485935756,0.757798097793,0.664147500657,0.878150720344,0.647958062014,0.432556938968,0.810347711135,0.78275979493,0.913812036757,0.614467357373,0.819234269369,0.510659415657,0.2155156767,0.127012694433,0.717395901327,0.476421171811,3685.0,0.222252374491,3.22550881954,0.190773405699,0.16960651289,0.0572591587517,0.224151967436,0.0358208955224,0.0645861601085,0.0127544097693,0.14789687924,0.0230664857531,0.00271370420624,0.0,"Photophobic Zano, arrives in the big city for the very first time. The year is 1984 and Athens beckons. A vampire and a fine dancer, Zano quickly gets devoured by the dark underbelly of the...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyMDIwOTgxNl5BMl5BanBnXkFtZTgwNjgwMzMxMjE@._V1_SX300.jpg,N/A,Greek,Norway,Greece,"Yannis Veslemes, Yannis Veslemes",N/A,5.5,Yannis Veslemes,03 Jan 2015,2014,5 wins & 7 nominations.,73,302,tt3779814,Daniel Bolda,Yannis Bostantzoglou,Comedy,Drama
Kiss of the Spider Woman,0.422547793926,0.638906123429,0.645816461671,0.303750916668,0.211955558084,0.10039638245,0.056875385106,0.169174653399,0.291038662496,0.570300379753,0.959473830736,0.390062769996,0.901632186685,0.617783598246,0.665943217754,0.915005729804,0.0795068142628,0.956832851712,0.838391604322,0.360700324027,0.519365441018,0.0571008751381,0.963062276287,0.538714500511,0.880963403434,0.73346826138,0.310535107823,0.0457783832905,0.363450444752,0.586554229383,10541.0,0.165164595389,3.34057489802,0.19466843753,0.156341903045,0.0666919647092,0.190683995826,0.0495209183189,0.0680201119438,0.0187837966037,0.142586092401,0.0249501944787,0.00493311829997,0.0,"Luis Molina and Valentin Arregui are cell mates in a South American prison. Luis, a trans individual, is found guilty of immoral behavior and Valentin is a political prisoner. To escape ...","http://ia.media-imdb.com/images/M/MV5BMTUzOTg0MDEwOV5BMl5BanBnXkFtZTcwNTg1OTM2MQ@@._V1._CR12,11,306,484_SX89_AL_.jpg_V1_SX300.jpg",R,English,Kiss of the Spider Woman,Brazil,"Manuel Puig (based on the novel by), Leonard Schrader",80,7.4,Hector Babenco,26 Jul 1985,1985,Won 1 Oscar. Another 10 wins & 11 nominations.,120,"10,952",tt0089424,William Hurt,Raul Julia,Drama,Romance
Vihtori ja Klaara,0.506064242038,0.801638320189,0.236314932177,0.444887608601,0.36388533756,0.204864001578,0.177337585008,0.469204834145,0.216661029777,0.571094715751,0.964707013567,0.198238910912,0.736828938557,0.361806070596,0.588512679042,0.841733896668,0.587005626119,0.916873383429,0.76539434703,0.411194993954,0.584407424565,0.381521840224,0.822702361502,0.184283354145,0.676971404162,0.423365206954,0.249948351626,0.191480235378,0.580164006937,0.319778371213,8284.0,0.183969097055,3.46209560599,0.196281989377,0.197609850314,0.0633751810719,0.154152583293,0.049010140029,0.0720666344761,0.0179864799614,0.134838242395,0.0266779333655,0.00796716562047,0.0,N/A,N/A,N/A,Finnish,Vihtori ja Klaara,Finland,"Turo Kartto, George McManus (comic strip Bringing Up Father), Teuvo Tulio",N/A,5.2,Teuvo Tulio,20 Aug 1939,1939,N/A,99,53,tt0139719,Eino Jurkka,Verna Piponius,Comedy,Comedy
Operation Pacific,0.598319228251,0.670686527016,0.121477132361,0.696406445369,0.665864519393,0.468349633261,0.459032602528,0.758448884804,0.173047396905,0.881583766443,0.980676290529,0.0278885742001,0.537641883353,0.0643773351174,0.332897901537,0.871816553655,0.640760388898,0.819106183532,0.64652020248,0.674969189684,0.783747558848,0.385303443608,0.958821615015,0.205492595067,0.489667717968,0.320085831279,0.137135144544,0.301341476291,0.57421643703,0.312577017741,10357.0,0.179974896205,3.42686106015,0.190209520131,0.199961378778,0.0667181616298,0.186443950951,0.0438350873805,0.0536834990827,0.0178623153423,0.118953364874,0.0355315245728,0.00897943419909,0.0,"During WWII, a submarine's second in command inherits the problem of torpedoes that don't explode. When on shore, he is eager to win back his ex-wife.",N/A,APPROVED,English,Operation Pacific,USA,George Waggner,N/A,6.7,George Waggner,27 Jan 1951,1951,N/A,111,"2,312",tt0043887,John Wayne,Patricia Neal,Drama,War
Queen of Earth,0.587203896583,0.87620101731,0.665712549504,0.0569243626307,0.206714640941,0.0238664317516,0.0860862650521,0.185576485327,0.17141126593,0.733834716773,0.971407830731,0.444013692526,0.838663823693,0.76620704775,0.568699835419,0.909231645706,0.139333504311,0.99506477042,0.825844059575,0.197213920859,0.530783777471,0.158886022031,0.899792388287,0.145746263366,0.798236755746,0.848172300651,0.0918915327717,0.120176544412,0.44179744856,0.648804717079,7985.0,0.141515341265,3.15566687539,0.202629931121,0.111959924859,0.0586098935504,0.22016280526,0.0424546023795,0.0919223544145,0.025172197871,0.154414527239,0.0275516593613,0.0041327489042,0.0,Two women who grew up together discover they have drifted apart when they retreat to a lake house together.,https://images-na.ssl-images-amazon.com/images/M/MV5BMzMzOTc2MzYyNl5BMl5BanBnXkFtZTgwODA4MDgzNjE@._V1_SX300.jpg,NOT RATED,English,Queen of Earth,USA,Alex Ross Perry,77,6.4,Alex Ross Perry,26 Aug 2015,2015,1 win & 3 nominations.,90,"3,623",tt3993894,Elisabeth Moss,Katherine Waterston,Drama,Thriller
Eat the Rich,0.20739215419,0.526719185654,0.210588389198,0.433636549815,0.186995608168,0.0773052671732,0.124224389584,0.279294246934,0.36181386023,0.430889901748,0.893232243184,0.137692606598,0.549523116987,0.245838854356,0.696934510107,0.780565320539,0.563663789883,0.832672111946,0.458928711501,0.326368210022,0.827859615313,0.624761333865,0.927030700058,0.379241097065,0.76238624224,0.538512247942,0.298806871821,0.168243517519,0.573835645105,0.664559518251,10527.0,0.142870713404,2.88629239099,0.14790538615,0.144675596086,0.0451220670656,0.369620974637,0.0347677400969,0.0512966657167,0.0103543269687,0.108292960958,0.0188087774295,0.00598461100028,0.0,"Alex is a disgruntled waitress at a snobby exclusive restaurant who falls on hard times. Forced to deal with the contempt and disgust of the upper class, Alex & cohorts attempt to go on a ...",N/A,R,English,Eat the Rich,UK,"Peter Richardson, Pete Richens",N/A,6.1,Peter Richardson,N/A,1987,N/A,90,"1,022",tt0092944,Kevin Allen,Ronald Allen,Action,Comedy
The Spy Who Came in from the Cold,0.469357206933,0.570307695161,0.207387891607,0.323616622933,0.561485063876,0.455955835409,0.472659487343,0.480765508315,0.15607578767,0.662151020548,0.931772102981,0.0938798775681,0.564881084622,0.162559374124,0.433381670487,0.970468268903,0.566080640029,0.68145863659,0.728437480544,0.731905721334,0.751453895106,0.233405673181,0.989449073765,0.242133457137,0.578307599899,0.435332611276,0.293245066305,0.265030583655,0.29342198523,0.609897562204,12592.0,0.166693138501,3.47824015248,0.184641041931,0.185117534943,0.0740152477764,0.199094663278,0.0386753494282,0.0555908513342,0.0164390088945,0.125555908513,0.0285101651842,0.00873570520966,0.0,"British agent Alec Leamas refuses to come in from the cold war during the 1960s, choosing to face another mission, which may prove to be his final one.",http://ia.media-imdb.com/images/M/MV5BMjYxODQ0NzY1NV5BMl5BanBnXkFtZTcwNzE4NTg5MQ@@._V1_SX300.jpg,UNRATED,English,The Spy Who Came in from the Cold,UK,"John le Carré (novel), Paul Dehn (screenplay), Guy Trosper (screenplay)",N/A,7.7,Martin Ritt,16 Dec 1965,1965,Nominated for 2 Oscars. Another 10 wins & 3 nominations.,112,"10,653",tt0059749,Richard Burton,Claire Bloom,Drama,Romance
13B Fear Has a New Address,0.439491648565,0.52080383968,0.328422593281,0.612368649077,0.404150762519,0.356577045252,0.353595961446,0.586937138551,0.241063973033,0.560266279955,0.917329627129,0.363688822248,0.662862032197,0.416598754391,0.158762461292,0.873054628863,0.604866733418,0.966238607815,0.749679798498,0.6537579901,0.277196107417,0.403478344705,0.703788835621,0.240472565296,0.355501419624,0.575955156201,0.607970380543,0.130248467254,0.400911541754,0.0973511725105,16780.0,0.106853396901,3.20399284863,0.186591179976,0.202622169249,0.0441597139452,0.254290822408,0.038379022646,0.0591775923719,0.0163885578069,0.0935041716329,0.0243742550656,0.00846245530393,0.0,"A man experiences a supernatural occurrence at his newly purchased apartment; a soap opera being telecast exclusively on his TV, which shows the future of his family.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3MTE4MzkxNl5BMl5BanBnXkFtZTcwNzU5ODYzMg@@._V1_SX300.jpg,NOT RATED,Hindi,13B: Fear Has a New Address,India,"Abhinav Kashyap (dialogue), Vikram K. Kumar",N/A,7.0,Vikram K. Kumar,06 Mar 2009,2009,N/A,146,"2,983",tt1385824,Madhavan,Neetu Chandra,Drama,Horror
Darkman II The Return of Durant,0.281620302648,0.444689323808,0.376984155424,0.484879038721,0.384757464892,0.351429929675,0.244811163972,0.378100984854,0.34726521511,0.462182498832,0.805875434117,0.170666038547,0.563393418104,0.236000310023,0.449163844483,0.825576036735,0.393842020191,0.66820221135,0.492572759464,0.4571921708,0.808245949721,0.169014014796,0.962886007564,0.610164437757,0.655137161224,0.537428238027,0.409719707826,0.167034346241,0.440445273719,0.594887119896,10489.0,0.179998093241,3.35685003337,0.165506721327,0.253789684431,0.0518638573744,0.21822862046,0.0466202688531,0.0425207360092,0.00953379731147,0.109257317189,0.024120507198,0.0078177137954,0.0,"Darkman and Durant return and they hate each other as much as ever. This time, Durant has plans to take over the city's drug trade using high-tech weaponry. Darkman must step in and try to stop Durant once and for all.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyNjM5NDY0MF5BMl5BanBnXkFtZTYwMTY2NTE5._V1_SX300.jpg,R,English,Darkman II: The Return of Durant,USA,"Robert Eisele (story), Lawrence Hertzog (story), Steven McKay (teleplay)",N/A,5.0,Bradford May,11 Jul 1995,1995,N/A,93,"3,682",tt0109552,Larry Drake,Arnold Vosloo,Action,Crime
Video Games The Movie,0.517221343349,0.732916642241,0.925135507205,0.156845897627,0.223504633824,0.0639605732469,0.285601228227,0.067288945133,0.126260074991,0.848082215916,0.588125232627,0.30736580847,0.473502392543,0.520871742832,0.642488302378,0.783820545699,0.0454831963765,0.574619687259,0.449787672189,0.311600346087,0.757234915826,0.0363286168909,0.998292544208,0.842540659465,0.916212024207,0.848546147906,0.0484329252131,0.704330660317,0.0354646679098,0.998720616377,17003.0,0.151149797095,3.80203493501,0.186437687467,0.195671352114,0.0931600305828,0.1185084985,0.0624595659589,0.0639298947245,0.0398753161207,0.0985708404399,0.0301123331177,0.00893959889431,0.0,"Video Games: The Movie, a feature length documentary, aims to educate & entertain audiences about how video games are made, marketed, and consumed by looking back at gaming history and ...",http://ia.media-imdb.com/images/M/MV5BMjI2NzQ0MTI1Ml5BMl5BanBnXkFtZTgwNzMyMDE2MDE@._V1_SX300.jpg,N/A,English,Video Games: The Movie,USA,Jeremy Snead,40,6.1,Jeremy Snead,18 Jul 2014,2014,1 win.,101,"4,516",tt3214002,Sean Astin,Al Alcorn,Documentary,Animation
Jaws,0.273406593859,0.44207566952,0.107274042988,0.760134879375,0.506665138002,0.368593619836,0.351012908158,0.694361343375,0.400731961749,0.691290826305,0.914343624763,0.0291813653751,0.397025340071,0.0755777127236,0.688415626431,0.553970302872,0.680776983155,0.73260609645,0.358637469712,0.599040917415,0.932194357061,0.66684469861,0.958687138031,0.383712327866,0.56146038112,0.287862754723,0.142755744807,0.139536854664,0.499086615447,0.493490119909,11363.0,0.16439320602,3.20170729561,0.185954413447,0.176009856552,0.0681158144856,0.207163601162,0.0382821438001,0.0570271935228,0.0146088180938,0.122590865088,0.0355539910235,0.00774443368829,0.0,"When a gigantic great white shark begins to menace the small island community of Amity, a police chief, a marine scientist and a grizzled fisherman set out to stop it.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDcxODkyMjY4MF5BMl5BanBnXkFtZTgwOTk5NTc5MDE@._V1_SX300.jpg,PG,English,Jaws,USA,"Peter Benchley (screenplay), Carl Gottlieb (screenplay), Peter Benchley (based on the novel by)",86,8.0,Steven Spielberg,20 Jun 1975,1975,Won 3 Oscars. Another 10 wins & 16 nominations.,124,"421,114",tt0073195,Roy Scheider,Robert Shaw,Adventure,Drama
Inside The Living Body,0.377911281533,0.68990918122,0.901368284009,0.587811620733,0.458307317143,0.694233763498,0.557491011429,0.150334816156,0.372188735889,0.843222384208,0.647045398934,0.455564712842,0.858995935888,0.535966739535,0.276362669706,0.960349233115,0.0463928711436,0.576799534511,0.946506159009,0.67427599387,0.776254551925,0.004402104339,0.995919922148,0.984838105284,0.982142624109,0.917740993428,0.187494653161,0.483274340931,0.00606892952318,0.997264345129,7334.0,0.246250340878,4.26083992364,0.17289337333,0.250886283065,0.102945186801,0.0702208890101,0.0782656122171,0.0563130624489,0.0272702481593,0.0848104717753,0.0304063266976,0.0134987728388,0.0,"The story of a human life, from first breath to last. Told from within the body.",http://ia.media-imdb.com/images/M/MV5BZjNlMjNlOGEtNGNkMi00YWFlLTkzMjItNzgzZTUyNzk0MDkwXkEyXkFqcGdeQXVyNTI0Nzk5NDQ@._V1_SX300.jpg,N/A,English,Inside the Living Body,UK,N/A,N/A,8.2,Martin Williams,16 Sep 2007,2007,1 win.,90,164,tt1086781,Howard Ward,Ellie-Jo Brooks,Documentary,Documentary
Insidious Chapter 2,0.673052637843,0.877978098229,0.363484371686,0.302251436964,0.364245067727,0.0568711226637,0.132887819705,0.535638404833,0.12195609577,0.751105210613,0.995774272297,0.177498377386,0.870159144794,0.462067185541,0.406201452173,0.940049876711,0.453358307761,0.998348493287,0.885588321469,0.241059874924,0.703883035889,0.281889336459,0.743112566539,0.114323417687,0.684661129284,0.538473417244,0.122650458672,0.0936307706547,0.72138408216,0.206224406513,6969.0,0.151097718467,3.13344812742,0.204046491606,0.159563782465,0.0530922657483,0.211508107332,0.0352991820921,0.0622757927967,0.0124838570814,0.160568230736,0.0298464629072,0.00215238915196,0.0,"The Lamberts believe that they have defeated the spirits that have haunted their family, but they soon discover that evil is not beaten so easily.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0OTA5ODIxNF5BMl5BanBnXkFtZTcwNTUzNDg4OQ@@._V1_SX300.jpg,PG-13,English,Insidious: Chapter 2,USA,"Leigh Whannell (based on characters created by), James Wan (story), Leigh Whannell (story), Leigh Whannell (screenplay)",40,6.6,James Wan,13 Sep 2013,2013,15 nominations.,106,"111,459",tt2226417,Patrick Wilson,Rose Byrne,Fantasy,Horror
Revenge of the Nerds III The Next Generation,0.32028609312,0.689231628329,0.335720263416,0.317562737708,0.419667152682,0.120307233634,0.311710092846,0.315696656382,0.219598193257,0.684848435422,0.872357288342,0.205716512332,0.521535198057,0.378347885202,0.684294282817,0.926307740532,0.567655009227,0.85516075404,0.631080009906,0.407535717259,0.784931976665,0.554959960665,0.946576812528,0.297476213442,0.817274048439,0.582362743741,0.240844597065,0.372607645331,0.495843695199,0.828318865909,13701.0,0.149989051894,3.23341361944,0.172469162835,0.236698051237,0.0517480475878,0.212174293847,0.0449602218816,0.05065323699,0.01145901759,0.11918838041,0.0246697321363,0.00306546967375,0.0,"The nerds have taken the college, but some jocks are not going to allow this anymore.",http://ia.media-imdb.com/images/M/MV5BMTk4NDA4OTY5NF5BMl5BanBnXkFtZTcwOTAxNzgxMQ@@._V1_SX300.jpg,NOT RATED,English,Revenge of the Nerds III: The Next Generation,USA,"Tim Metcalfe (characters), Miguel Tejada-Flores (characters), Steve Zacharias (characters), Jeff Buhai (characters), Steve Zacharias, Jeff Buhai",N/A,3.7,Roland Mesa,13 Jul 1992,1992,N/A,93,"3,783",tt0105251,Robert Carradine,Ted McGinley,Comedy,Comedy
Lantana,0.486479155965,0.75137983171,0.378770664672,0.181090605785,0.280109288861,0.0584189732475,0.0900191190075,0.34879361109,0.167313363011,0.582379852439,0.976828647773,0.256476424916,0.7728135791,0.498777765638,0.605382567237,0.821399566286,0.40168284905,0.990998680133,0.790417472799,0.344524935941,0.555027155421,0.323858527558,0.73513575101,0.0437053468216,0.394562527972,0.609805949834,0.244730895547,0.0381672701556,0.587083109975,0.250838088075,8405.0,0.183105294468,3.30446162998,0.210826888757,0.159547888162,0.0464009518144,0.220464009518,0.0497323022011,0.0679357525283,0.0113027959548,0.14741225461,0.0230814991077,0.00499702558001,0.0,The relationships of four couples unravel after the discovery of a young woman's body in Lantana bush in suburban Sydney.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2MjE5ODU1NF5BMl5BanBnXkFtZTYwMTk3NDk5._V1_SX300.jpg,R,English,Lantana,Australia,"Andrew Bovell (play), Andrew Bovell (screenplay)",84,7.4,Ray Lawrence,08 Mar 2002,2001,36 wins & 22 nominations.,121,"16,564",tt0259393,Anthony LaPaglia,Geoffrey Rush,Drama,Mystery
