,Dutifulness,Cooperation,Self-consciousness,Orderliness,Achievement striving,Self-efficacy,Activity level,Self-discipline,Excitement-seeking,Cautiousness,Morality,Anxiety,Emotionality,Vulnerability,Immoderation,Sympathy,Friendliness,Modesty,Altruism,Assertiveness,Adventurousness,Gregariousness,Intellect,Imagination,Artistic interests,Depression,Anger,Trust,Cheerfulness,Liberalism,WORDS,DIVERSITY,LENGTH,VERB,NOUN,ADP,.,ADJ,ADV,CONJ,PRON,PRT,NUM,X,Plot,Rated,Response,Language,Title,Country,Writer,Metascore,imdbRating,Director,Released,Year,Awards,Runtime,Poster,imdbVotes,imdbID,Actors1,Actors2,Genre1,Genre2
Where The Wild Things Are 2009.txt,0.531837346081,0.910584388385,0.40671978379,0.550739699349,0.282920019229,0.0325251800973,0.0667540079071,0.540303508523,0.133522523854,0.915296924093,0.992449196637,0.0674165644176,0.464154599553,0.275410600217,0.427149954822,0.650862337383,0.250626344601,0.994522167984,0.567217019508,0.148621187799,0.75630958856,0.330097171812,0.773188850657,0.128325189874,0.818547007739,0.458730763469,0.0219711857771,0.122395151344,0.712396747255,0.40370030672,8749.0,0.117499142759,2.97771173848,0.196936792776,0.134758258087,0.0456052120242,0.249857126529,0.0401188707281,0.074637101383,0.0154303348954,0.141273288376,0.0253743284947,0.0036575608641,0.0137158532404,"Yearning for escape and adventure, a young boy runs away from home and sails to an island filled with creatures that take him in as their king.",PG,True,English,Where the Wild Things Are,"Germany, Australia, USA","Spike Jonze (screenplay), Dave Eggers (screenplay), Maurice Sendak (book)",71.0,6.8,Spike Jonze,16 Oct 2009,2009,Nominated for 1 Golden Globe. Another 7 wins & 48 nominations.,101,https://images-na.ssl-images-amazon.com/images/M/MV5BNzQ1NzAwODEwM15BMl5BanBnXkFtZTcwNTE4MjI4Mg@@._V1_SX300.jpg,"88,343",tt0386117,Max Records, Pepita Emmerichs,Adventure, Drama
Angus Thongs And Perfect Snogging 2008.txt,0.393128523856,0.612640832925,0.277136983336,0.102164125224,0.183109622577,0.0330732534906,0.124310926708,0.22370572869,0.261447246024,0.421397180154,0.893622269564,0.344311773539,0.67178440633,0.588283193852,0.866473081694,0.797761716972,0.533697089132,0.966452414663,0.680851722137,0.285788082381,0.501904506107,0.702027294288,0.698929827647,0.145031356495,0.440534033642,0.761768476931,0.473842307039,0.12095335453,0.586086544198,0.501373509149,12389.0,0.140770037937,3.17644684801,0.18605214303,0.165872951812,0.0532730648156,0.21753168133,0.0457664056825,0.0740172733877,0.019533457099,0.13899426911,0.0301880700622,0.00629590766002,0.0101703123739,"The story centers on a 14-year-old girl who keeps a diary about the ups and downs of being a teenager, including the things she learns about kissing.",PG-13,True,English,"Angus, Thongs and Perfect Snogging","USA, Germany, UK","Gurinder Chadha (screenplay), Paul Mayeda Berges (screenplay), Will McRobb (screenplay), Chris Viscardi (screenplay), Louise Rennison (books)",,6.4,Gurinder Chadha,25 Jul 2008,2008,3 wins & 1 nomination.,100,http://ia.media-imdb.com/images/M/MV5BMTI1MTg0NjcyNF5BMl5BanBnXkFtZTcwMzQxNTQ4MQ@@._V1_SX300.jpg,"19,894",tt0963743,Georgia Groome, Aaron Taylor-Johnson,Comedy, Drama
Element 2016.txt,0.624128395831,0.775075420896,0.466745053204,0.100702360399,0.472367144099,0.13442587109,0.328600039869,0.439578464943,0.264932547982,0.625447835872,0.994574502473,0.21264240311,0.941800251378,0.563204761749,0.425671472821,0.908664370226,0.35025217011,0.992717556698,0.92017196544,0.414456323155,0.942845619606,0.244593480935,0.944882302929,0.225916338605,0.712578205299,0.732504229398,0.13860529223,0.126637440934,0.587227420586,0.473936090587,6439.0,0.162913495884,3.18620903867,0.218356887715,0.122534555055,0.0613449293369,0.197701506445,0.0326137599006,0.0760987731014,0.013511414816,0.174716570896,0.0327690635192,0.00621214474297,0.00683335921727,"Desperate to recall the memory of his dead wife, a financial advisor turns to hypnosis as a means to reshape the past.",,True,English,Element,USA,Brett Bentman,,4.5,Jon Keeyes,01 Apr 2016,2016,,88,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM3NzMyMTA0MF5BMl5BanBnXkFtZTgwODcyMjM3NjE@._V1_SX300.jpg,90,tt3645178,Michael Ironside, Steven Michael Quezada,Thriller,Thriller
Humanoids from the Deep 1980.txt,0.790919886117,0.941853797533,0.137299020599,0.751732856143,0.785345994484,0.237936962997,0.429182016901,0.920884059978,0.0550025300592,0.969212267118,0.999036622921,0.0139629873497,0.603173857261,0.0531460116762,0.363546531151,0.885260787364,0.629335506037,0.988648027501,0.727796155886,0.560280863228,0.955255444553,0.335827079788,0.977763486701,0.085647526814,0.749661830099,0.137862196271,0.0195100921407,0.246225520025,0.574361717436,0.479759328525,5100.0,0.210784313725,3.27980392157,0.192941176471,0.187843137255,0.0566666666667,0.22568627451,0.0380392156863,0.0594117647059,0.0196078431373,0.117450980392,0.0229411764706,0.00588235294118,0.01,"Scientific experiments backfire and produce horrific mutations: half man, half fish, which terrorize a small fishing village by killing the men and raping the women.",R,True,English,Humanoids from the Deep,USA,"Frank Arnold (story), Martin B. Cohen (story), William Martin (screenplay)",,5.7,"Barbara Peeters, Jimmy T. Murakami",01 May 1980,1980,,80,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNTExMjE4MV5BMl5BanBnXkFtZTcwMjIyMTcxMQ@@._V1_SX300.jpg,"4,917",tt0080904,Doug McClure, Ann Turkel,Horror, Sci-Fi
In the Electric Mist 2009.txt,0.250725414433,0.38033986489,0.147671111833,0.533333798727,0.426103030177,0.295556017691,0.196537742571,0.43676740283,0.279715904552,0.468548933317,0.896472684932,0.0893391976971,0.593857615442,0.132969881434,0.75404854604,0.883061425631,0.598625970988,0.653577479157,0.579719853326,0.610007294964,0.735142979583,0.493565027057,0.957698700423,0.328480593018,0.5840428672,0.431373859825,0.377464903799,0.064503905317,0.522365256928,0.509078445227,10702.0,0.177256587554,3.42646234349,0.190898897402,0.196038123715,0.0835357877032,0.15567183704,0.0383105961503,0.0584002990095,0.012147262194,0.136423098486,0.0348532984489,0.0055129882265,0.00569986918333,"A detective in post-Katrina New Orleans has a series of surreal encounters with a troop of friendly Confederate soldiers while investigating serial killings of local prostitutes, a 1965 lynching, and corrupt local businessmen.",R,True,English,In the Electric Mist,"France, USA","Jerzy Kromolowski (screenplay), Mary Olson-Kromolowski (screenplay), James Lee Burke (novel)",,6.1,Bertrand Tavernier,15 Apr 2009,2009,2 nominations.,117,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4MTEwMTI4MV5BMl5BanBnXkFtZTcwNDEyNzMzMg@@._V1_SX300.jpg,"13,812",tt0910905,Tommy Lee Jones, John Goodman,Crime, Drama
Mannequin 1987.txt,0.578336880314,0.781468510717,0.214435967198,0.391121207948,0.472746951007,0.247467736091,0.33526050012,0.59100638432,0.317980020986,0.619961006742,0.985041629902,0.110096464964,0.822128903189,0.23901945044,0.583968535607,0.880308633794,0.676183697096,0.930885693151,0.799354284533,0.504837973064,0.865526719138,0.541556924242,0.884755992023,0.259995990262,0.664286224055,0.381950951713,0.138469894965,0.227338196624,0.79042806679,0.441799679041,9567.0,0.172154280339,3.31420507996,0.206229748092,0.169854708895,0.0561304484164,0.204034702624,0.0435873314519,0.0613567471517,0.0129612208634,0.144768474966,0.0276993832967,0.00553987665935,0.00606250653287,"A young artist, searching for his vocation, makes a mannequin so perfect he falls in love with it. Finding the mannequin in a store window, he gets a job there and his creation comes to life.",PG,True,English,Mannequin,USA,"Edward Rugoff, Michael Gottlieb",,5.7,Michael Gottlieb,13 Feb 1987,1987,Nominated for 1 Oscar. Another 5 wins & 3 nominations.,90,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0ODkyMTIzM15BMl5BanBnXkFtZTcwOTYzNzA2NA@@._V1_SX300.jpg,"23,226",tt0093493,Andrew McCarthy, Kim Cattrall,Comedy, Fantasy
Hackers 1995.txt,0.104118884776,0.212719953019,0.318182951895,0.736729719027,0.272383851083,0.40238735389,0.199126437544,0.330852957204,0.368639249096,0.285416930177,0.614840116588,0.111590875575,0.159070326176,0.245620567174,0.424726983092,0.417117650741,0.434405120479,0.515024374729,0.205108322373,0.629958151294,0.734857368198,0.38462368135,0.939457919062,0.496790629845,0.366551426871,0.606125915753,0.640036835918,0.0918844760699,0.156270618356,0.443827590678,8525.0,0.218299120235,3.31941348974,0.174193548387,0.234838709677,0.0525513196481,0.217947214076,0.0402346041056,0.0414076246334,0.0157184750733,0.0985337243402,0.0344868035191,0.0110263929619,0.00703812316716,"A young boy is arrested by the U.S. Secret Service for writing a computer virus and is banned from using a computer until his 18th birthday. Years later, he and his new-found friends ...",PG-13,True,English,Hackers,USA,Rafael Moreu,46.0,6.2,Iain Softley,15 Sep 1995,1995,,107,https://images-na.ssl-images-amazon.com/images/M/MV5BODg0NjQ5ODQ3OF5BMl5BanBnXkFtZTcwNjU4MjkzNA@@._V1_SX300.jpg,"55,259",tt0113243,Jonny Lee Miller, Angelina Jolie,Comedy, Crime
Fast  Furious 2009.txt,0.0823014603905,0.0708435501062,0.109700697857,0.723347001739,0.302680966271,0.679450973773,0.521271212064,0.472249742901,0.665475870569,0.113807595799,0.455395016679,0.131045379336,0.24762161929,0.159822600156,0.21279082851,0.458066527393,0.800197663862,0.278187666004,0.28047658628,0.838367954474,0.751309162446,0.789784735226,0.542929220401,0.424439961272,0.145978612588,0.454934514122,0.816899810446,0.0929668655148,0.595716597095,0.0746938301584,7312.0,0.199808533917,3.28460065646,0.166849015317,0.243435448578,0.0542943107221,0.237691466083,0.035010940919,0.0552516411379,0.00875273522976,0.0919037199125,0.0326859956236,0.011761487965,0.00560722100656,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets convoluted also facing his presumed deceased girlfriend, Letty.",PG-13,True,English,Fast & Furious 6,USA,"Chris Morgan, Gary Scott Thompson (characters)",61.0,7.1,Justin Lin,24 May 2013,2013,8 wins & 21 nominations.,130,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3NTg2NDQzOF5BMl5BanBnXkFtZTcwNjc2NzQzOQ@@._V1_SX300.jpg,"303,984",tt1905041,Vin Diesel, Paul Walker,Action, Crime
Now You See Me 2 2016.txt,0.556263945265,0.760037618377,0.210352690306,0.388661852829,0.421830235192,0.169500446748,0.312001599224,0.567195680585,0.178562245315,0.800275745781,0.97403612795,0.0665550905964,0.68443184739,0.21514631774,0.412206459905,0.828118632917,0.570847748978,0.909539059003,0.747029537529,0.499383000151,0.894995217726,0.471794036066,0.949585176825,0.211420873827,0.71372215484,0.35728680698,0.0751597767334,0.255337278458,0.617514058083,0.523824327424,19408.0,0.122475267931,3.20841920857,0.188272877164,0.160913025556,0.0651793075021,0.217951360264,0.0375103050289,0.0628606760099,0.0175700741962,0.137572135202,0.0291117065128,0.00618301731245,0.00860469909316,The Four Horsemen resurface and are forcibly recruited by a tech genius to pull off their most impossible heist yet.,PG-13,True,English,Now You See Me 2,"USA, China, UK, Canada","Ed Solomon (screenplay), Ed Solomon (story), Peter Chiarelli (story), Boaz Yakin (characters), Edward Ricourt (characters)",46.0,6.6,Jon M. Chu,10 Jun 2016,2016,3 nominations.,129,https://images-na.ssl-images-amazon.com/images/M/MV5BNzQ0NDgwODQ3NV5BMl5BanBnXkFtZTgwOTYxNjc2ODE@._V1_SX300.jpg,"102,162",tt3110958,Jesse Eisenberg, Mark Ruffalo,Action, Adventure
Interview 2007.txt,0.497266148619,0.795668749803,0.684393890162,0.110255851416,0.278315763779,0.0233001600881,0.0681085172618,0.251593647962,0.157665498619,0.679248470841,0.978648196289,0.382742321965,0.84776719781,0.724626529135,0.598903308149,0.792739459597,0.148583344083,0.995554390186,0.733008757341,0.153495718994,0.698778854932,0.0985566508743,0.915653747934,0.176738579393,0.833445164419,0.804407372007,0.205689109035,0.0463359072364,0.479571517309,0.658105492719,9701.0,0.146273580043,3.16297288939,0.208535202556,0.13699618596,0.0599938150706,0.199463972786,0.0405112874961,0.077311617359,0.0179362952273,0.168848572312,0.0220595814864,0.00360787547675,0.00979280486548,"After falling out with his editor, a fading political journalist is forced to interview America's most popular soap actress.",R,True,English,Interview,"USA, Canada, Netherlands","David Schechter, Theo van Gogh (based on the film by), Theodor Holman (screenplay), Hans Teeuwen (idea), Steve Buscemi (screenplay)",64.0,6.9,Steve Buscemi,10 May 2007,2007,1 win & 3 nominations.,84,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwNTA3MTgwNF5BMl5BanBnXkFtZTcwODYxNDk0MQ@@._V1_SX300.jpg,"12,249",tt0480269,Steve Buscemi, Sienna Miller,Drama,Drama
Love  Friendship 2016.txt,0.750824112857,0.857822933278,0.56321987062,0.210722733603,0.616491115515,0.309102838508,0.326842330784,0.373160373974,0.0783647267162,0.834521496318,0.986419744112,0.397402326901,0.969504901082,0.488364401511,0.331856316937,0.999379485135,0.223422492482,0.889073428536,0.969615913534,0.52000503882,0.290139565198,0.0117299038662,0.997426495942,0.499439253022,0.938524532386,0.517697942395,0.415867127249,0.163274019655,0.278649380814,0.603845257882,14201.0,0.161960425322,3.62495598901,0.192099147947,0.17731145694,0.0649250052813,0.186606577002,0.0526723470178,0.063587071333,0.0211252728681,0.130483768749,0.032885008098,0.00323920850644,0.0104218012816,"Lady Susan Vernon takes up temporary residence at her in-laws' estate and, while there, is determined to be a matchmaker for her daughter Frederica -- and herself too, naturally.",PG,True,English,Love & Friendship,"Ireland, France, Netherlands","Jane Austen (based on her novella ""Lady Susan""), Whit Stillman",87.0,6.7,Whit Stillman,03 Jun 2016,2016,2 nominations.,92,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3NTQ2NjMwMV5BMl5BanBnXkFtZTgwOTk3Njk0ODE@._V1_SX300.jpg,"9,930",tt3068194,Kate Beckinsale, Morfydd Clark,Comedy, Drama
Not Easily Broken 2009.txt,0.516252612573,0.743508331456,0.164518531132,0.416680954682,0.536913745891,0.197489254821,0.323279605567,0.766469300033,0.302968507059,0.726615184302,0.988056315452,0.0897104610174,0.769319517281,0.278781589673,0.405440082679,0.752485520874,0.695954317453,0.959177620155,0.764048185389,0.581186162821,0.849713879991,0.574240592192,0.811787639455,0.0860988049424,0.648449962701,0.306384710643,0.092574281919,0.113178311188,0.91719055541,0.224939279267,15598.0,0.112001538659,3.08366457238,0.196499551225,0.138992178484,0.0620592383639,0.22778561354,0.0347480446211,0.0669316579049,0.0149378125401,0.152327221439,0.0325041672009,0.00391075778946,0.01064239005,A car accident and shifting affections test the bond between a married couple.,PG-13,True,English,Not Easily Broken,USA,"Brian Bird (screenplay), T.D. Jakes (novel)",43.0,6.1,Bill Duke,09 Jan 2009,2009,1 win & 2 nominations.,99,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3MDEzMTgyNV5BMl5BanBnXkFtZTcwNzUxOTQxMg@@._V1_SX300.jpg,"2,347",tt0795438,Morris Chestnut, Taraji P. Henson,Drama, Romance
Jackass  The Movie 2002.txt,0.257773213476,0.707101747952,0.341538238512,0.594406305832,0.153453719079,0.0551462965296,0.0425418790654,0.513801206218,0.433700658738,0.65979239815,0.864901655336,0.0996791623385,0.250523036613,0.294164932956,0.792801447243,0.209021762743,0.39116624703,0.944124226222,0.150140876783,0.156239308672,0.869841673463,0.607492686265,0.826846648939,0.15287433374,0.610923530693,0.441828522608,0.0809677291476,0.0977245149696,0.63761140491,0.635838491137,8105.0,0.145342381246,2.91782850093,0.188032078964,0.142751388032,0.0536705737199,0.254410857495,0.0436767427514,0.0582356570019,0.010734114744,0.129673041333,0.028624305984,0.00382479950648,0.0185070943862,Johnny Knoxville and his band of maniacs perform a variety of stunts and gross-out gags on the big screen for the first time.,R,True,English,Jackass: The Movie,USA,"Jeff Tremaine (concepts by), Spike Jonze (concepts by), Johnny Knoxville (concepts by), Bam Margera (concepts by), Steve-O (concepts by), Preston Lacy (concepts by), Chris Pontius (concepts by), Dave England (concepts by), Ryan Dunn (concepts by), Ehren McGhehey (concepts by), Brandon DiCamillo (concepts by), Dimitry Elyashkevich (concepts by), Whitey McConnaughy (concepts by), Sean Cliver (concepts by), Loomis Fall (concepts by), Phil Clapp (concepts by), Vernon Chatman (concepts by)",42.0,6.6,Jeff Tremaine,25 Oct 2002,2002,1 win & 7 nominations.,87,https://images-na.ssl-images-amazon.com/images/M/MV5BOTgwMmU0YzktOGNhNi00MDcyLTg1OGEtZGQwM2RlMTAyYzhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"68,477",tt0322802,Johnny Knoxville, Bam Margera,Documentary, Comedy
Visitor The 2007.txt,0.820499406125,0.987740268978,0.247353227655,0.489689788595,0.602179740834,0.0560699776636,0.277746776074,0.876260265137,0.0371678498565,0.969663219154,0.998961132193,0.0495745820617,0.61906886095,0.336983025338,0.0941932256814,0.820625727727,0.619823812858,0.999426371508,0.680315970747,0.160871847364,0.828392416926,0.234382028109,0.73612319703,0.00412813402611,0.635644157532,0.24833807388,0.0277259063494,0.288214202513,0.840009161939,0.172980380134,9054.0,0.126573889993,3.0187762315,0.192511597084,0.156836757234,0.0449525071791,0.239452175834,0.0344599072233,0.0742213386349,0.0117075325823,0.148332228849,0.0268389662028,0.00563286944997,0.017671747294,,,True,English,A Summer Visitor: The Great Blue Heron,Canada,Douglas Cameron,,,,,1986,,14,,,tt0227586,Al Dubois,Al Dubois,Documentary, Short
Mega Piranha 2010.txt,0.712562234258,0.722074479627,0.180842506835,0.758045676814,0.655172338569,0.523533887625,0.531811649921,0.85790217824,0.0842576599837,0.934692432693,0.980786865343,0.0201163730865,0.346041048681,0.0318135842053,0.163854089727,0.887865876876,0.456264373988,0.897239733969,0.625031169354,0.772525861491,0.935929652349,0.117756805041,0.992055329116,0.205706483467,0.702826001745,0.279286126202,0.0568194222174,0.241228233078,0.215686941914,0.628126934997,6183.0,0.214782468058,3.37506065017,0.178230632379,0.190845867702,0.0582241630277,0.237101730552,0.0409186479055,0.0532104156558,0.0142325731845,0.119036066634,0.0232896652111,0.0121300339641,0.00501374737183,A mutant strain of giant ferocious piranha escape from the Amazon and eat their way toward Florida.,R,True,English,Mega Piranha,USA,Eric Forsberg,,2.4,Eric Forsberg,10 Apr 2010,2010,,92,https://images-na.ssl-images-amazon.com/images/M/MV5BNjU3ODY2NzMwNV5BMl5BanBnXkFtZTcwNjg4MzI1Mw@@._V1_SX300.jpg,"4,687",tt1587807,Paul Logan, Tiffany,Horror, Sci-Fi
Unstoppable 2010.txt,0.756104125159,0.645933342426,0.173421339716,0.501570723776,0.688961346418,0.702803951848,0.660430573715,0.846854651541,0.216475761826,0.878255205339,0.941874936074,0.0404302349078,0.268553077723,0.0546983047813,0.0954529584416,0.732385419009,0.706538451984,0.763009918215,0.587619283341,0.735556400623,0.795347651687,0.23067928272,0.917490141702,0.12878313084,0.220144763331,0.203771025016,0.106579420649,0.332949676695,0.545563791564,0.224728553795,10027.0,0.167248429241,3.37379076493,0.186296998105,0.1848010372,0.0677171636581,0.207439912237,0.0398922908148,0.0602373591303,0.0153585319637,0.12286825571,0.0229380672185,0.0182507230478,0.00807818889,"With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe.",PG-13,True,English,Unstoppable,USA,Mark Bomback,69.0,6.8,Tony Scott,12 Nov 2010,2010,Nominated for 1 Oscar. Another 1 win & 13 nominations.,98,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4NDQwMDM0N15BMl5BanBnXkFtZTcwMzY1ODMwNA@@._V1_SX300.jpg,"152,246",tt0477080,Denzel Washington, Chris Pine,Action, Thriller
Kisses 2008.txt,0.0908581947937,0.149381763729,0.0749087298312,0.422973780439,0.0665950647891,0.0646280366596,0.0521921399304,0.228106775806,0.456524769536,0.107130023743,0.723418877491,0.098391834177,0.283016529691,0.167485390179,0.782698010157,0.381999607226,0.71823602942,0.917030612006,0.41222694995,0.541263006565,0.51652595701,0.89321529988,0.427215930733,0.101885751598,0.0859344175979,0.568195170784,0.456453008949,0.0100296629433,0.650311268917,0.0245799358068,4889.0,0.165882593577,3.05072611986,0.213949682962,0.148087543465,0.0560441808141,0.218449580691,0.0306811208836,0.0717938228677,0.0104315811004,0.156473716506,0.0298629576601,0.00470443853549,0.00511352014727,"Two kids, Dylan and Kylie, run away from home at Christmas and spend a night of magic and terror on the streets of inner-city Dublin.",,True,English,Kisses,Ireland,Lance Daly,68.0,7.3,Lance Daly,21 Nov 2008,2008,5 wins & 7 nominations.,72,http://ia.media-imdb.com/images/M/MV5BMTk0MjY5MjE4OF5BMl5BanBnXkFtZTcwODExMDU2Mg@@._V1_SX300.jpg,"1,539",tt0975684,Kelly O'Neill, Shane Curry,Drama,Drama
3 Ninjas Kick Back 1994.txt,0.597612927049,0.754884214022,0.170073763662,0.682056426943,0.551064137833,0.170561964527,0.317704746161,0.800489636129,0.177546369711,0.853674870026,0.985231132455,0.020631505605,0.382896833384,0.0972330875318,0.456883369364,0.538396342769,0.637486206465,0.964565071117,0.458971206795,0.405060564835,0.905947368663,0.549111631951,0.802176001543,0.134422396113,0.535012188242,0.202752609699,0.0657382725027,0.335587907068,0.699996407685,0.327957054617,7390.0,0.180920162382,3.21569688769,0.185926928281,0.190121786198,0.055751014885,0.218403247632,0.0422192151556,0.0503382949932,0.0119079837618,0.130311231394,0.0319350473613,0.00947225981055,0.00608930987821,"During a championship baseball match, the three brothers hear that their grandfather in Japan is in trouble, and head out to help him, conceding the match. When they arrive in Japan, they ...",PG,True,English,3 Ninjas Kick Back,"USA, Japan","Sang-ok Shin (earlier screenplay), Mark Saltzman (screenplay)",,4.3,Charles T. Kanganis,06 May 1994,1994,3 nominations.,93,https://images-na.ssl-images-amazon.com/images/M/MV5BNzk5Njg1OTYzNl5BMl5BanBnXkFtZTcwNDQwMzAzMQ@@._V1_SX300.jpg,"6,801",tt0109015,Victor Wong, Max Elliott Slade,Family, Comedy
Pod 2015.txt,0.287970922188,0.623878811357,0.425707444672,0.230978242765,0.240707834122,0.0570608916624,0.103665441847,0.320799206084,0.243635568894,0.547758495322,0.968408946434,0.20409363861,0.622563987171,0.428551582444,0.47268643344,0.74947764965,0.266347369718,0.995777977401,0.576114705163,0.302942036096,0.822895865811,0.29219305891,0.876788794363,0.204262021438,0.569331489366,0.728920821164,0.194746547232,0.0342594732025,0.437257257218,0.363279162055,6529.0,0.132026344004,3.03001991117,0.19834584163,0.143819880533,0.0503905651708,0.240006126512,0.024352887119,0.0709143819881,0.0130188390259,0.153622300505,0.0284882830449,0.00321641905345,0.00980241997243,A family intervention goes horrifically awry within the snowy confines of an isolated lake house.,R,True,English,Pod,USA,Mickey Keating,,4.2,Mickey Keating,28 Aug 2015,2015,,76,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxMTM5MzgyNzleQTJeQWpwZ15BbWU4MDc0NzAxNjYx._V1_SX300.jpg,"2,216",tt3541080,Lauren Ashley Carter, Dean Cates,Horror, Mystery
Oliver Twist 2005.txt,0.343211236952,0.588585350893,0.185291785466,0.575199519163,0.366140383726,0.156282748453,0.184169969386,0.401665798592,0.259582082766,0.500773683349,0.969099425582,0.0972826532248,0.722019375123,0.193535621005,0.417770325446,0.914586869335,0.547497017513,0.962808627993,0.74156691017,0.442134580113,0.629737454684,0.396256924395,0.936267896599,0.373450952556,0.644210890017,0.486414513725,0.25225354292,0.0831837895264,0.646709649479,0.118115475741,11897.0,0.140035303018,3.12288812306,0.18559300664,0.169790703539,0.0560645540893,0.234344792805,0.0405984702026,0.059594855846,0.0142893166344,0.140455577036,0.0268134823905,0.00369841136421,0.0086576447844,"An adaptation of the classic Dickens tale, where an orphan meets a pickpocket on the streets of London. From there, he joins a household of boys who are trained to steal for their master.",PG-13,True,English,Oliver Twist,"UK, Czech Republic, France, Italy","Charles Dickens (novel), Ronald Harwood (screenplay)",65.0,6.9,Roman Polanski,30 Sep 2005,2005,2 wins & 4 nominations.,130,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5OTMwNDg3Ml5BMl5BanBnXkFtZTcwMzEyMDEzMQ@@._V1_SX300.jpg,"25,821",tt0380599,Barney Clark, Jeremy Swift,Crime, Drama
Underworld Awakening 2012.txt,0.386095213351,0.40365984375,0.762797614416,0.242114928667,0.383214801119,0.342212060132,0.216876076243,0.218014336482,0.139907415076,0.632020206122,0.903736603509,0.444898590483,0.821614876704,0.570156535932,0.275830058644,0.95595784701,0.0457189474945,0.876419655943,0.72395381183,0.511761323455,0.577006304024,0.00160168501187,0.985855780895,0.650398858945,0.6911527446,0.87128268033,0.579490437985,0.0406084223207,0.0501189570194,0.593442161505,5905.0,0.21033022862,3.43031329382,0.182218458933,0.242675698561,0.0648602878916,0.167146486029,0.0482641828959,0.0514817950889,0.014733276884,0.125656223539,0.0209991532599,0.0182895850974,0.00457239627434,"When human forces discover the existence of the Vampire and Lycan clans, a war to eradicate both species commences. The vampire warrior Selene leads the battle against humankind.",R,True,English,Underworld: Awakening,USA,"Len Wiseman (screenplay), John Hlavin (screenplay), J. Michael Straczynski (screenplay), Allison Burnett (screenplay), Len Wiseman (story), John Hlavin (story), Kevin Grevioux (characters), Len Wiseman (characters), Danny McBride (characters)",39.0,6.4,"Måns Mårlind, Björn Stein",20 Jan 2012,2012,1 win.,88,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxMjc0ODk0OF5BMl5BanBnXkFtZTcwMTc5NDQwNw@@._V1_SX300.jpg,"118,354",tt1496025,Kate Beckinsale, Stephen Rea,Action, Fantasy
The Cat from Outer Space 1978.txt,0.342809838134,0.653777648947,0.19961317261,0.776886890382,0.332810237107,0.228362722967,0.14698825194,0.53886760737,0.211239143839,0.733595963907,0.852563127487,0.0435749922135,0.222655772787,0.104218654928,0.503463820742,0.466573835425,0.524889773615,0.723391318873,0.265155692474,0.417653701664,0.729109433058,0.548518196366,0.895523802876,0.119672573449,0.421887604284,0.346502758908,0.283874473005,0.262773364521,0.415017937513,0.521896703481,12618.0,0.152718338881,3.16841020764,0.152084323982,0.218735140276,0.0517514661595,0.277540022191,0.0366143604375,0.051672214297,0.011729275638,0.0874940561103,0.0259153590109,0.0106990014265,0.0114122681883,"A UFO is stranded on earth and impounded by the US government. Its pilot, a cat with a collar that has special powers, including the ability to allow the cat to communicate with humans, has...",G,True,English,The Cat from Outer Space,USA,Ted Key,,6.0,Norman Tokar,09 Jun 1978,1978,1 nomination.,104,,"3,154",tt0077305,Ken Berry, Sandy Duncan,Comedy, Family
Reversal of Fortune 1990.txt,0.674115072571,0.722049273663,0.596320819207,0.25182958388,0.412557383324,0.251233087258,0.105813206243,0.366294780845,0.0655678174518,0.822532873619,0.952746404157,0.319540955108,0.765901634502,0.453574878669,0.640747979157,0.9599302638,0.165255245108,0.864470230963,0.753289806096,0.442990591908,0.252256295005,0.0243090335862,0.98294020636,0.224345770026,0.614091454524,0.605987136436,0.316748068003,0.0995507261186,0.143106918806,0.695338159577,13028.0,0.161037764814,3.45156585815,0.189207859994,0.181608842493,0.0634019035923,0.197497697267,0.0459011360147,0.0608688977587,0.0180380718453,0.127724900215,0.0260976358612,0.00875038378876,0.00637089346024,"Wealthy Sunny von Bülow lies brain-dead, husband Claus guilty of attempted murder; but he says he's innocent and hires Alan Dershowitz for his appeal.",R,True,English,Reversal of Fortune,"USA, Japan, UK","Alan M. Dershowitz (book), Nicholas Kazan (screenplay)",93.0,7.3,Barbet Schroeder,09 Nov 1990,1990,Won 1 Oscar. Another 11 wins & 15 nominations.,111,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3MTY0NDM3OV5BMl5BanBnXkFtZTgwMDY1NTk4NjE@._V1_SX300.jpg,"11,380",tt0100486,Glenn Close, Jeremy Irons,Biography, Drama
