,Dutifulness,Cooperation,Self-consciousness,Orderliness,Achievement striving,Self-efficacy,Activity level,Self-discipline,Excitement-seeking,Cautiousness,Morality,Anxiety,Emotionality,Vulnerability,Immoderation,Sympathy,Friendliness,Modesty,Altruism,Assertiveness,Adventurousness,Gregariousness,Intellect,Imagination,Artistic interests,Depression,Anger,Trust,Cheerfulness,Liberalism,Rated,Language,Country,Director,Year,Genre,Runtime,imdbVotes,Actors1,Actors2,Words,DiversityW,Verb/Noun,Zipf
Zift,0.153998383273,0.19047724117,0.509995876489,0.567843431321,0.251872518185,0.51023223449,0.14078252402,0.0825471029753,0.517040474681,0.359813272716,0.364712267176,0.430042626258,0.739221749971,0.327690567764,0.666574383605,0.972779013352,0.271665735745,0.427709726755,0.76741072724,0.639434768535,0.406872447746,0.106660369777,0.984916880009,0.942233864087,0.81986503826,0.792469666439,0.666158559746,0.206707966728,0.0926728255047,0.747662811869,N/A,Bulgarian,Bulgaria,Javor Gardev,2008,"Crime, Drama, Mystery",92,"4,006",Zachary Baharov, Tanya Ilieva,5687.0,0.337612097767,1.58623853211,0.908839827993
Angel of Death,0.300963418864,0.360541078877,0.115065793837,0.581482481006,0.194187235923,0.316618116675,0.119270450432,0.531154794972,0.362779496931,0.35273013905,0.842644564252,0.111819189285,0.415878422819,0.173072500292,0.565578709279,0.481323413287,0.694778159525,0.912401646978,0.523802491367,0.745201359261,0.556311846561,0.813166396448,0.672443630668,0.0873097742571,0.212339166164,0.417422204942,0.371841716234,0.0250058497735,0.64574055741,0.0620419515807,R,English,USA,Paul Etheredge,2009,"Action, Crime, Thriller",77,"1,826",Zoë Bell, Jake Abel,5427.0,0.211350654137,1.17086614173,0.854855618068
Righteous Kill,0.161640487624,0.220135284242,0.199091632241,0.713880406567,0.243590836599,0.251359646058,0.124295691493,0.413519725036,0.359739506675,0.192097055549,0.757182188961,0.114681809455,0.362323847967,0.188054249149,0.516298993731,0.527686219352,0.546699578192,0.795536050634,0.346015731902,0.662241280856,0.598873961016,0.602714263433,0.881219948216,0.291869496474,0.319747121716,0.508445584274,0.618886259905,0.0279495746796,0.390273797416,0.219232334723,R,"English, Spanish, Russian",USA,Jon Avnet,2008,"Action, Crime, Drama",101,"73,968",Robert De Niro, Al Pacino,10953.0,0.187528530996,1.28408163265,0.884077530569
Jatts in Golmaal,0.511604746416,0.349772704419,0.0232752439319,0.675596124046,0.513444477675,0.505108076931,0.484093934484,0.82759178979,0.214824491062,0.426608842064,0.966579917971,0.0334450757305,0.489699570281,0.0731050451081,0.164491632261,0.739891369565,0.88074099119,0.956314360895,0.854463126879,0.926072228384,0.61695417801,0.750336923937,0.563370580721,0.0392897293185,0.0780340265881,0.23959821103,0.331155416927,0.0558401488646,0.77377727551,0.000777778733443,N/A,Panjabi,India,Ksshitij Chaudhary,2013,Comedy,129,296,Arya Babbar, Binnu Dhillon,16260.0,0.127367773678,1.07545750815,0.907022251992
Qissa: The Tale of a Lonely Ghost,0.390966556734,0.365894923985,0.0283621298697,0.763876266043,0.470761177145,0.534210379654,0.572354051773,0.795401709713,0.574535442548,0.271576375555,0.952433639885,0.120503934105,0.710611190705,0.157240288976,0.288240682041,0.803228052553,0.921438667756,0.967227651945,0.857884826574,0.901495288484,0.777185809859,0.888064248611,0.696742508989,0.329992628203,0.490092812436,0.35661146451,0.290928547731,0.0733107033163,0.882595838415,0.00175789044304,N/A,Panjabi,"Germany, India, Netherlands, France",Anup Singh,2013,"Drama, Fantasy",109,498,Irrfan Khan, Tisca Chopra,3095.0,0.231017770598,1.09785522788,0.889167844158
Inside the Walls of Folsom Prison,0.476431032675,0.47391522063,0.0592870735637,0.76566971374,0.528418662211,0.462717852614,0.291161202093,0.728153561141,0.139479796647,0.796993124664,0.951246007331,0.0145772063361,0.375274678514,0.0265538624706,0.424276666009,0.745806297662,0.752331755935,0.834296717716,0.570294370675,0.828925979208,0.618237119058,0.582715132958,0.891374322724,0.0997124438166,0.17786729098,0.225837002767,0.146223648084,0.15399508761,0.407397546198,0.131469883064,APPROVED,English,USA,Crane Wilbur,1951,"Crime, Drama",87,150,Steve Cochran, David Brian,7696.0,0.211928274428,1.31607465382,0.920635358089
Willie Dynamite,0.26520685795,0.460181513414,0.0257117811897,0.944863057015,0.413478746781,0.458765131927,0.200249882311,0.8233887839,0.263740541875,0.737373323581,0.97558605928,0.00814401070271,0.576833121335,0.0191513986348,0.352021561399,0.781030753675,0.870801302826,0.625718159073,0.655899588216,0.856396507361,0.936406351338,0.688107418654,0.898755515236,0.261992705514,0.677785117256,0.0882569310688,0.169822898082,0.0402349468655,0.810585936812,0.171249460936,R,English,USA,Gilbert Moses,1974,"Crime, Drama",102,631,Roscoe Orman, Diana Sands,6237.0,0.245149911817,1.44394281415,0.899704802476
Wildflower,0.00355441971509,0.0167571487454,0.984792606055,9.61809052347e-07,0.0370178536575,0.161526534373,0.153524025843,0.00388580814313,0.991090879049,0.0590000352391,0.0977809378098,0.999928570691,0.963442799382,0.996886296471,0.998366704448,0.902729173714,0.0916387477745,0.622841839533,0.889235062807,0.0285265967732,0.144223277886,0.176022393702,0.705632616533,0.995813802895,0.794815538617,0.99220215947,0.998241935305,0.128789897303,0.0756912662034,0.980436733146,PG-13,English,USA,Diane Keaton,1991,"Drama, Romance",120,948,Beau Bridges, Susan Blakely,285.0,0.40350877193,30.4444444444,0.857285778517
Echelon Conspiracy,0.581381998054,0.587476906468,0.057580869507,0.694171648033,0.511695848361,0.572905751156,0.363505976265,0.807906393988,0.12312721386,0.814966864443,0.937660613124,0.0205628238442,0.293300190241,0.051602481365,0.136640582303,0.495541428958,0.761622466092,0.738856522691,0.551653765898,0.804712170219,0.674699080027,0.53991840572,0.812482208112,0.0401941045942,0.153610897926,0.166972734756,0.201486726047,0.22281522389,0.57266832274,0.0956270696211,PG-13,"English, Russian",USA,Greg Marcks,2009,"Action, Crime, Mystery",105,"17,152",Shane West, Edward Burns,5959.0,0.262292330928,1.40517897944,0.882509536602
Flatliners,0.551032164338,0.589139367269,0.271470668869,0.499370345227,0.327991591759,0.430318596808,0.216934182912,0.44932731351,0.384604163817,0.527133177131,0.917019965834,0.226395790886,0.784632668013,0.289724905058,0.394318488612,0.897196541816,0.617889235262,0.96962865042,0.879033681696,0.673476307845,0.556222110569,0.562861697129,0.814182454238,0.34257964698,0.506056471378,0.575988031188,0.264097752732,0.14944143067,0.559412324469,0.192081943559,R,English,USA,Joel Schumacher,1990,"Drama, Horror, Sci-Fi",115,"62,461",Kiefer Sutherland, Julia Roberts,6605.0,0.235427706283,1.25938337802,0.897239508145
Open Range,0.189993041989,0.337961832177,0.168970556259,0.822964993462,0.39266260785,0.606123134258,0.225117797962,0.402110625182,0.406318362465,0.403554173954,0.861214030222,0.101147123961,0.435470542666,0.0919226236119,0.395961403209,0.804453856581,0.606943427787,0.590086845966,0.587680031263,0.779097539771,0.5523877004,0.549338137839,0.649127683169,0.495111795274,0.437269886185,0.405083443647,0.49050298009,0.0780154751904,0.562549051031,0.0723261400666,R,English,USA,Kevin Costner,2003,"Drama, Romance, Western",139,"54,384",Robert Duvall, Kevin Costner,8495.0,0.259446733373,1.22748568454,0.883533766546
Hotel Noir,0.406042064098,0.529231042997,0.24775245368,0.406980521905,0.208590518967,0.239356743238,0.121704344827,0.25177994322,0.32429708983,0.429708581456,0.870054858666,0.199999005161,0.758693022439,0.292246635084,0.677742998086,0.875822802205,0.497440404249,0.801902600447,0.863934868788,0.685564684225,0.500828688323,0.516064018706,0.906860503995,0.301802228525,0.57838853232,0.443032322852,0.270072915278,0.0895515494677,0.441266193865,0.357584142068,N/A,English,USA,Sebastian Gutierrez,2012,"Crime, Drama, Romance",97,793,Malin Akerman, Patrick Arthur,8900.0,0.21808988764,1.11729019211,0.883648274227
Willow,0.198642704361,0.384938855735,0.16436660889,0.830475687793,0.385711824105,0.485046668532,0.227693560163,0.516242617061,0.570687589179,0.293066906761,0.943634667763,0.182833451384,0.766912693782,0.280908834373,0.360453460925,0.914506615636,0.629846181517,0.91537228228,0.796096714394,0.603985622035,0.843300323368,0.517987106915,0.809329262396,0.766464616296,0.873075692838,0.443129756217,0.529207541349,0.0779832706222,0.705590422176,0.0909753597408,PG,English,"USA, New Zealand, UK",Ron Howard,1988,"Action, Adventure, Drama",126,"81,767",Val Kilmer, Joanne Whalley,6186.0,0.227934044617,1.71073717949,0.891450065658
16 Blocks,0.311995023955,0.395394993397,0.0102834625688,0.884505904393,0.441106149686,0.506872660095,0.33837989752,0.852581895164,0.452192576131,0.498519979713,0.899930897273,0.0115051932512,0.302228668105,0.020416392601,0.306388133052,0.422599007185,0.961288979677,0.769010666695,0.50045321214,0.845938587966,0.781601820123,0.972991265167,0.596063522938,0.0844639329465,0.217521905615,0.102262384115,0.187800635876,0.11777335617,0.923833286718,0.0228383428637,PG-13,English,"Germany, USA",Richard Donner,2006,"Action, Crime, Drama",102,"113,324",Bruce Willis, Yasiin Bey,8499.0,0.164842922697,1.34375,0.859358327798
Brute Force,0.470389112531,0.523035267614,0.105976297552,0.711840144412,0.445136522181,0.509733983383,0.290801355593,0.609968401965,0.250750849917,0.667366443907,0.933744513728,0.0544089390946,0.577178831375,0.0848736829071,0.311728768431,0.817880738716,0.737463872092,0.846498972249,0.723131900238,0.818763113946,0.577297416138,0.627957012758,0.812580312078,0.192954939699,0.298272486852,0.296072450384,0.191718372381,0.135293124782,0.588107381935,0.0993447610186,NOT RATED,English,USA,Jules Dassin,1947,"Crime, Drama, Film-Noir",98,"6,459",Burt Lancaster, Hume Cronyn,8230.0,0.212879708384,1.35270425777,0.910283303894
Private School,0.615997750708,0.844063841965,0.0405343948319,0.714698428834,0.55497714612,0.345383809746,0.4195736512,0.824426621824,0.23410103583,0.810651097142,0.980873122984,0.0702853958994,0.828423492828,0.14592596237,0.462382040621,0.877313975202,0.916454848763,0.918985383927,0.856397397482,0.721113523686,0.793897303621,0.889421544366,0.752963867567,0.067790160275,0.603038509523,0.127782484853,0.155399189272,0.336004737174,0.873106445031,0.196595358881,R,English,USA,Noel Black,1983,"Comedy, Romance",89,"4,301",Phoebe Cates, Betsy Russell,6267.0,0.223711504707,1.39324116743,0.885471045718
Viktor,0.375895237637,0.286832123942,0.0348670347253,0.260369496345,0.389482213991,0.443297085558,0.487466174546,0.483373087714,0.389783897996,0.0874516644893,0.859332026488,0.192945487023,0.860164002026,0.270058859721,0.404160854108,0.942350102656,0.894189413306,0.874587561591,0.946187038246,0.907614817881,0.579916225192,0.740436127844,0.753634877995,0.188539806967,0.213821339347,0.498697570131,0.613411647815,0.113651355492,0.791538367821,0.0191476763554,N/A,"English, Russian","France, Russia",Philippe Martinez,2014,"Action, Drama, Thriller",134,310,Gérard Depardieu, Elizabeth Hurley,3529.0,0.254746387078,1.26844783715,0.907899048462
Universal Soldier,0.271903952709,0.406014324777,0.0572442423079,0.866714053403,0.399714746863,0.458200022598,0.306571404812,0.806374957991,0.303780627012,0.630006765027,0.914081065246,0.0315638243838,0.245532132571,0.0605577292131,0.248057221372,0.390455166281,0.806448121598,0.849187550301,0.286794644353,0.734637421636,0.815982769436,0.731545609854,0.719186422045,0.12453968953,0.254713651635,0.268277541948,0.307218801124,0.0965527235912,0.637887320305,0.0576018645214,R,English,USA,Roland Emmerich,1992,"Action, Sci-Fi, Thriller",102,"69,500",Jean-Claude Van Damme, Dolph Lundgren,5892.0,0.244738628649,1.49159327462,0.864521169288
Prisoners,0.428110126385,0.4854582649,0.0383678845865,0.637340950943,0.337290341788,0.270600697576,0.287234904356,0.697442850995,0.217708637965,0.571398587295,0.950474434364,0.0625804561982,0.627625152183,0.118347761166,0.389309065563,0.811479297348,0.851630631285,0.951049701363,0.778014049452,0.794937411175,0.61330358375,0.856707669515,0.576469771616,0.0428450819676,0.233876071957,0.259816389911,0.250874470793,0.0485426351123,0.749451325289,0.0205129288949,R,English,USA,Denis Villeneuve,2013,"Crime, Drama, Mystery",153,"392,734",Hugh Jackman, Jake Gyllenhaal,8861.0,0.174359553098,1.18996590356,0.880662820373
Buck,0.501667636697,0.649808787148,0.351365508799,0.375782221289,0.321167459705,0.166669971708,0.139250315572,0.265604497561,0.189917732664,0.646290757557,0.91827351808,0.137520384694,0.684185198827,0.252145174374,0.838459428112,0.936179596155,0.293164108413,0.905075072987,0.851393814543,0.631145009748,0.379908626226,0.269668970899,0.947042408302,0.3323121106,0.520645353687,0.571863986844,0.143038547773,0.167864468642,0.320206087396,0.483962973769,PG,English,USA,Cindy Meehl,2011,Documentary,88,"2,748",Buck Brannaman, Gary Myers,11839.0,0.164371990878,1.00382995021,0.858255769286
Zindagi Na Milegi Dobara,0.461107490125,0.694142210506,0.125375743976,0.617193361529,0.309114499616,0.239825464072,0.368292446879,0.599510046308,0.313692197276,0.339458578174,0.925137444779,0.184349398938,0.784799914343,0.394564225198,0.268728373481,0.859416275563,0.810909112115,0.948492562616,0.837319951053,0.650937464314,0.728539472909,0.749200916074,0.65521368328,0.158161052962,0.557217417075,0.401050643431,0.463845123057,0.199719103169,0.754767507987,0.128039173861,N/A,"Hindi, Japanese, Spanish, English",India,Zoya Akhtar,2011,"Adventure, Comedy, Drama",155,"44,519",Katrina Kaif, Hrithik Roshan,10174.0,0.184096717122,1.38279857398,0.901352636444
The Stanford Prison Experiment,0.406682349262,0.578236207275,0.123507045267,0.619536660349,0.45547552875,0.332554981059,0.274110431551,0.670042134094,0.191630900731,0.740585627437,0.948237597354,0.043272540798,0.418267708632,0.0930107699672,0.379374515511,0.67115866785,0.653436288521,0.894025036047,0.592068361909,0.787988308513,0.762904555909,0.555581916486,0.919748327768,0.0745148679785,0.341247838202,0.277769889061,0.142382823091,0.126387559796,0.497240633794,0.237332570372,R,English,USA,Kyle Patrick Alvarez,2015,"Biography, Drama, History",122,"17,206",Billy Crudup, Michael Angarano,11389.0,0.158574062692,1.16338354577,0.874910495753
Rio 2,0.514217633019,0.860742110088,0.0373681657373,0.894099844927,0.382659785816,0.176632023413,0.295227291622,0.824967482191,0.234253592454,0.803389496327,0.97503076554,0.0177425398936,0.499331769909,0.073758650458,0.372449682502,0.738888334497,0.868317347723,0.960721241098,0.721483353184,0.530571874462,0.9519464952,0.864838733599,0.789371532542,0.214186621868,0.796449953957,0.138817973099,0.0230649576298,0.355002564894,0.863185587706,0.241868878893,G,"English, Portuguese",USA,Carlos Saldanha,2014,"Animation, Adventure, Comedy",101,"59,428",Jake T. Austin, Carlinhos Brown,7911.0,0.217418783972,1.46499102334,0.85816073214
Silenced,0.788592641621,0.689745476047,0.632991576233,0.118652156188,0.705672286953,0.376385714915,0.311758233803,0.361774219377,0.0156199998848,0.937392687232,0.874114717303,0.294423335072,0.655309378122,0.315541459071,0.546249991691,0.994349757548,0.110847803368,0.597613819734,0.760137681174,0.681291575649,0.292423637742,0.00434808550298,0.998651476235,0.270175243188,0.664931080211,0.69519488717,0.283792733569,0.361273125244,0.0466633924691,0.958000882217,N/A,Korean,South Korea,Dong-hyuk Hwang,2011,Drama,125,"4,187",Yoo Gong, Yu-mi Jeong,12377.0,0.182677547063,1.03482237074,0.907989149808
The Spiral Staircase,0.646920116685,0.62765777357,0.155888804168,0.513328521913,0.44556544041,0.442111549459,0.255871369195,0.595118569707,0.248910925254,0.569533501746,0.977986463896,0.172851220921,0.845408090809,0.238812090964,0.397207228074,0.94761822428,0.705045884899,0.976845564742,0.928043175684,0.776953823966,0.459774161739,0.612322566325,0.715564739528,0.123882487879,0.323054162776,0.38967336699,0.283548396838,0.0825357590293,0.704229486116,0.032698656039,APPROVED,English,USA,Robert Siodmak,1945,"Horror, Mystery, Thriller",83,"6,731",Dorothy McGuire, George Brent,5517.0,0.203008881639,1.11760063141,0.91209722685
Ghayal Once Again,0.383872152382,0.290568586662,0.0784414092635,0.627748181769,0.577342726465,0.695445526743,0.604443369357,0.687971035342,0.291731052833,0.428427999141,0.898748418272,0.160536566557,0.632433430462,0.110104449917,0.0831859248662,0.954363091626,0.852448039096,0.8711058373,0.871941602903,0.920455598476,0.671183675847,0.574284314332,0.722294587659,0.267685854456,0.280051149164,0.404376967906,0.540955585597,0.115464413361,0.610522982461,0.017827762605,N/A,Hindi,India,Sunny Deol,2016,"Action, Drama",127,"3,945",Sunny Deol, Rishabh Arora,10725.0,0.170536130536,1.29961538462,0.859109019441
16 Years of Alcohol,0.466039510268,0.512100079211,0.0659039572443,0.599142821941,0.278229164528,0.361247293034,0.278234700008,0.483312717369,0.58500768193,0.329693392625,0.894894140082,0.12808568652,0.84838765185,0.151371718422,0.532643295992,0.921769689051,0.841556425298,0.913804744085,0.90827936201,0.745961447834,0.757334975271,0.921339543105,0.908057528855,0.493450530264,0.671108034832,0.372332935425,0.162801032047,0.192864430101,0.788458222371,0.259501297248,R,English,UK,Richard Jobson,2003,"Crime, Drama",102,"1,481",Kevin McKidd, Laura Fraser,6291.0,0.228580511842,1.22054597701,0.918856319208
Lighthouse,0.416960908838,0.626105634937,0.0961416051834,0.758705492131,0.383294598714,0.355541908299,0.281534966032,0.701878361097,0.231055256588,0.768896325021,0.955413276203,0.040916447508,0.529412360841,0.0737660077389,0.362484522941,0.731268620356,0.755318451271,0.935925026342,0.594379409784,0.632339097581,0.782182479459,0.717515689979,0.797283389819,0.0937582342863,0.358201164746,0.284322754341,0.183528432428,0.208031125959,0.55590547194,0.166042583111,R,English,UK,Simon Hunter,1999,"Horror, Thriller",95,"1,023",James Purefoy, Rachel Shelley,2733.0,0.309915843396,1.4963898917,0.83494482465
Eddie,0.306374862387,0.309446761365,0.0127363269898,0.92372547368,0.444734034499,0.48728140077,0.391540999152,0.884395732866,0.440922820902,0.708093124938,0.738333931241,0.011688364927,0.160860400315,0.0163406755204,0.444420423499,0.13053452982,0.948672826862,0.35320734112,0.188955382271,0.845715473586,0.834439115494,0.977366363465,0.478949648898,0.0991825730964,0.140488291842,0.0406602221766,0.197476069099,0.329860664333,0.944404312524,0.145102590121,PG-13,"English, Russian",USA,Steve Rash,1996,"Comedy, Sport",100,"7,124",Whoopi Goldberg, Frank Langella,12681.0,0.160634019399,1.98485485907,0.905261550423
Lili,0.482368786404,0.812608002848,0.179296758038,0.651908262831,0.360839175825,0.218043253929,0.259173315353,0.46858579013,0.301187801655,0.627696264457,0.980357581914,0.162007050312,0.873096423303,0.273788289157,0.432282660832,0.933965691369,0.583542334207,0.962223267089,0.927260589549,0.592143284289,0.728863401063,0.511177748262,0.782053306206,0.339828193545,0.798244665628,0.330331855836,0.256781572455,0.230829703317,0.752322949231,0.207938241228,PASSED,English,USA,Charles Walters,1953,"Drama, Musical, Romance",81,"2,427",Leslie Caron, Mel Ferrer,5983.0,0.227812134381,1.38875692795,0.905732018625
Jay and Silent Bob Strike Back,0.0427140603987,0.129270501256,0.156631696192,0.755039085847,0.193957648478,0.268062768676,0.139650768062,0.283903825555,0.507654085029,0.195264587547,0.434972517525,0.12183832977,0.300973500819,0.108620211919,0.745813835466,0.635526495293,0.660557928345,0.421616029441,0.323860537607,0.738439413166,0.845463870413,0.816680741846,0.970641628362,0.70956960368,0.78732220432,0.500538338899,0.400733932435,0.057578679827,0.385963126978,0.800566976738,R,English,USA,Kevin Smith,2001,Comedy,104,"129,223",Jason Mewes, Kevin Smith,10319.0,0.213683496463,1.43017806935,0.922605498014
Meet the Feebles,0.204451718377,0.42694049448,0.248660737624,0.541753989685,0.238960483696,0.305715601211,0.150792461749,0.257846686725,0.533170572345,0.312996417797,0.804264636086,0.209120770577,0.647660242249,0.287331050604,0.686124854514,0.863496654003,0.610166809179,0.846944197072,0.676864420824,0.559893882068,0.635942896389,0.700725516622,0.880172064067,0.662052954878,0.611954066048,0.5798354236,0.520100172333,0.183386819304,0.527283609347,0.460156922401,R,English,New Zealand,Peter Jackson,1989,"Comedy, Music, Musical",97,"15,986",Danny Mulheron, Donna Akersten,6913.0,0.259655721105,1.52033660589,0.904435486696
Unlucky Stars,0.358208601979,0.559256407693,0.0593068357863,0.622858066143,0.283815736728,0.193899349663,0.247671898953,0.667659160954,0.253736118178,0.570601761767,0.901778668104,0.0345045628077,0.346282257775,0.0880203781054,0.396471523115,0.45340282819,0.830296401965,0.921756076514,0.516337069689,0.727951192406,0.756549007745,0.904301421801,0.56695527471,0.0372451287721,0.122011324038,0.243000698284,0.155365957076,0.137926395098,0.791156473918,0.0570077106838,N/A,English,USA,Dennis Ruel,2015,"Action, Adventure, Comedy",100,47,Dennis Ruel, Ken Quitugua,8160.0,0.177083333333,1.15417789757,0.866653230114
The Spirit of '45,0.605464309386,0.577836769616,0.212263514145,0.288226477983,0.671630941206,0.708399814802,0.725707082015,0.409527414351,0.115632077042,0.885598558667,0.662968373446,0.0854867249076,0.310823234248,0.0553065911736,0.348721434995,0.997825029523,0.618407742707,0.326186739293,0.864266942728,0.936282934963,0.673177299492,0.308851329748,0.997095857486,0.371863449842,0.693170020633,0.512359286943,0.0547565793487,0.71875471066,0.109019105619,0.939845049343,N/A,English,UK,Ken Loach,2013,"Documentary, History",94,816,Winston Churchill, Tony Benn,11941.0,0.206599112302,1.20838323353,0.914870044263
Fleurs de sang,0.45748241929,0.697068612031,0.136772067438,0.61524599688,0.324959695449,0.292649420749,0.269506546458,0.577770179555,0.327614872969,0.581532960069,0.971303935176,0.135335284862,0.830261073819,0.256977656268,0.367555728934,0.865193495925,0.651201549198,0.961135379436,0.866655548429,0.751462357722,0.750887715713,0.586662987345,0.812675663146,0.229246271647,0.614465638851,0.376394945177,0.187139910021,0.108450006011,0.677478449727,0.125858402268,N/A,French,"Spain, France, Switzerland","Myriam Mézières, Alain Tanner",2002,N/A,100,44,Myriam Mézières, Bruno Todeschini,3716.0,0.298439181916,1.20868516285,0.914939651571
Hot Bot,0.535391102902,0.749039063688,0.0619830869031,0.739426163737,0.54987840988,0.419336873441,0.411295695363,0.845454074786,0.157523048167,0.82726219363,0.980838215641,0.0294693137306,0.437286810071,0.076828885581,0.255843742019,0.794966657962,0.75051436531,0.917110719592,0.753053902046,0.823081591545,0.925844302278,0.501692681656,0.95039662147,0.067307032483,0.643612501494,0.136069838206,0.0646597118661,0.147578889969,0.570355432174,0.231056183026,N/A,English,USA,Michael Polish,2016,"Comedy, Sci-Fi",86,"1,183",Zack Pearlman, Doug Haley,8111.0,0.230181235359,1.21134593993,0.907015344961
"Silent Night, Deadly Night 5: The Toy Maker",0.504963789393,0.633867194776,0.099744571814,0.641742160682,0.327319528767,0.174150613471,0.16687830316,0.648590607836,0.28256657058,0.502591361708,0.963473795129,0.0875537198843,0.607111319145,0.19353779856,0.342791958825,0.648430874345,0.727694040449,0.993841850683,0.790527549467,0.645334166965,0.616855200122,0.750738207413,0.491205330435,0.0636743777634,0.21208009343,0.385403359975,0.23171671474,0.0491297436776,0.816260388246,0.00794679693984,R,English,USA,Martin Kitrosser,1991,"Horror, Sci-Fi",90,908,William Thorne, Jane Higginson,3598.0,0.224291272929,1.10295857988,0.89754927494
Not Fade Away,0.333754397097,0.345581656257,0.0743087313364,0.511768018346,0.338908432996,0.465297878649,0.36574214258,0.497784447741,0.461745964278,0.44077769076,0.543671041274,0.1606753995,0.516268667106,0.129644226225,0.726086928658,0.756697942951,0.908617848676,0.537359946008,0.671910082823,0.828308940551,0.613023413877,0.910117551706,0.878892090339,0.304348116191,0.47243488101,0.37674466879,0.337996798788,0.295055872855,0.606392432786,0.419165494811,R,English,USA,David Chase,2012,Drama,112,"3,698",John Magaro, Jack Huston,7481.0,0.267477609945,1.40545685279,0.897424822695
Eat Pray Love,0.621605997467,0.788709486045,0.132764389771,0.549243052048,0.49281699271,0.391058056763,0.47914740616,0.667482450407,0.36614867185,0.462487579266,0.969063077332,0.204994436929,0.919704615347,0.393283848806,0.435711694378,0.965483111479,0.853843329193,0.95784786521,0.965322096022,0.741568826355,0.710254796831,0.713698975444,0.853950822596,0.253901905094,0.779853688732,0.372489867305,0.244259882304,0.300687396982,0.822915332596,0.236948670645,PG-13,"English, Italian, Portuguese",USA,Ryan Murphy,2010,"Drama, Romance",133,"64,385",Julia Roberts, I. Gusti Ayu Puspawati,11254.0,0.198773769326,1.20048701299,0.884209829945
Not Cool,0.333224537283,0.65771466777,0.124974656863,0.546929507632,0.17948471436,0.155536323162,0.10695157839,0.527874390647,0.41986837578,0.484984739669,0.7306685124,0.214670046762,0.486711650028,0.348204278183,0.648606056243,0.554557184564,0.799257983588,0.907194591453,0.604016293359,0.56120753603,0.65022326702,0.909493005087,0.633267892581,0.0768726116476,0.555819356938,0.308413294649,0.221098082116,0.149967112403,0.774211658306,0.396412835153,NOT RATED,English,USA,Shane Dawson,2014,Comedy,93,"4,210",Shane Dawson, Cherami Leigh,10169.0,0.196872848854,1.28513145966,0.868537879218
Northanger Abbey,0.808417134611,0.869194762943,0.218510765313,0.386004933217,0.552620238224,0.28764289332,0.279559635633,0.611022300732,0.0891292456406,0.855698873636,0.976523636876,0.277777505015,0.934861668858,0.29561884798,0.285865616569,0.997887550629,0.58838361855,0.973908612642,0.981760315461,0.626945593818,0.144587558155,0.220294078907,0.96525551333,0.23584931138,0.759742903345,0.374622609248,0.235725793248,0.198259884199,0.562847627769,0.185395377101,N/A,English,"UK, USA, Ireland",Jon Jones,2007,"Drama, Romance",84,"10,094",Geraldine James, Michael Judd,8894.0,0.192376883292,1.09139784946,0.879889688743
Hot Fuzz,0.433299735878,0.573518408416,0.114387745593,0.512061065324,0.438968586427,0.366964418063,0.256989853027,0.455997508205,0.210376273933,0.592516711954,0.834906051692,0.112812485752,0.572883713836,0.0957674042763,0.564173228196,0.953374269244,0.786190825268,0.745258032974,0.735211879474,0.654322998311,0.587375149559,0.623469584282,0.962713539851,0.273037498619,0.442483114311,0.401810966885,0.366142116204,0.263970729819,0.389594121233,0.477952884458,R,English,"UK, France, USA",Edgar Wright,2007,"Action, Comedy, Mystery",121,"356,772",Simon Pegg, Martin Freeman,10780.0,0.226159554731,1.56201726488,0.909294677794
Bubble Boy,0.32292490392,0.647458720624,0.0298353552304,0.865959593497,0.291981552985,0.229608833166,0.21591977055,0.69045247371,0.428152342658,0.512363083245,0.906142033936,0.0339300022395,0.484559568544,0.0816964279997,0.57622782364,0.722989274945,0.924311084422,0.872545535513,0.610673137875,0.539829652874,0.915890356808,0.916564651339,0.706095250781,0.231972832511,0.725540624088,0.188244575121,0.140987458929,0.204457121717,0.881332917097,0.270570755273,PG-13,English,USA,Blair Hayes,2001,"Adventure, Comedy, Romance",84,"25,756",Jake Gyllenhaal, Swoosie Kurtz,6653.0,0.215842477078,1.60756676558,0.885258479859
Quarantine 2: Terminal,0.324224841365,0.532212044555,0.0281077637146,0.928481990931,0.479828421156,0.46104914707,0.414949156535,0.90483753665,0.319284559728,0.773012119493,0.970389225435,0.0133469803981,0.247340687394,0.0339160348667,0.216539486876,0.296538537406,0.875734075666,0.905954714479,0.303287186435,0.741996409058,0.910964845353,0.869290960542,0.551640271485,0.0787310392713,0.234612507158,0.133050328493,0.168927011339,0.112582071685,0.796317981169,0.0357848918584,R,English,USA,John Pogue,2011,"Horror, Mystery, Sci-Fi",86,"14,900",Mercedes Mason, Josh Cooke,6615.0,0.206953892668,1.52198990627,0.838477628095
Angel Face,0.728921643921,0.804940982173,0.115209776074,0.595349612464,0.480606034283,0.413973979546,0.190247434668,0.663788283414,0.101192423433,0.838985245336,0.982639025817,0.062318137471,0.664779503586,0.121078960727,0.366528480358,0.936533609693,0.657101136704,0.923127918132,0.858877763459,0.726353342559,0.417334642891,0.405173664511,0.905191650584,0.0624338115966,0.365990111084,0.240594202965,0.125545860252,0.156361300272,0.499592854493,0.153351607112,NOT RATED,"English, Japanese",USA,Otto Preminger,1953,"Crime, Drama, Film-Noir",91,"4,922",Robert Mitchum, Jean Simmons,9757.0,0.187045198319,1.12522603978,0.918671547025
