,Dutifulness,Cooperation,Self-consciousness,Orderliness,Achievement striving,Self-efficacy,Activity level,Self-discipline,Excitement-seeking,Cautiousness,Morality,Anxiety,Emotionality,Vulnerability,Immoderation,Sympathy,Friendliness,Modesty,Altruism,Assertiveness,Adventurousness,Gregariousness,Intellect,Imagination,Artistic interests,Depression,Anger,Trust,Cheerfulness,Liberalism,Rated,Language,Country,Director,Year,Genre,Runtime,imdbVotes,Actors1,Actors2,Words,DiversityW,Verb/Noun,Zipf
Brute Force,0.470389113,0.523035268,0.105976298,0.711840144,0.445136522,0.509733983,0.290801356,0.609968402,0.25075085,0.667366444,0.933744514,0.054408939,0.577178831,0.084873683,0.311728768,0.817880739,0.737463872,0.846498972,0.7231319,0.818763114,0.577297416,0.627957013,0.812580312,0.19295494,0.298272487,0.29607245,0.191718372,0.135293125,0.588107382,0.099344761,NOT RATED,English,USA,Jules Dassin,1947,"Crime, Drama, Film-Noir",98,6459,Burt Lancaster, Hume Cronyn,8230,0.212879708,1.352704258,0.910283304
Private School,0.615997751,0.844063842,0.040534395,0.714698429,0.554977146,0.34538381,0.419573651,0.824426622,0.234101036,0.810651097,0.980873123,0.070285396,0.828423493,0.145925962,0.462382041,0.877313975,0.916454849,0.918985384,0.856397397,0.721113524,0.793897304,0.889421544,0.752963868,0.06779016,0.60303851,0.127782485,0.155399189,0.336004737,0.873106445,0.196595359,R,English,USA,Noel Black,1983,"Comedy, Romance",89,4301,Phoebe Cates, Betsy Russell,6267,0.223711505,1.393241167,0.885471046
Viktor,0.375895238,0.286832124,0.034867035,0.260369496,0.389482214,0.443297086,0.487466175,0.483373088,0.389783898,0.087451664,0.859332026,0.192945487,0.860164002,0.27005886,0.404160854,0.942350103,0.894189413,0.874587562,0.946187038,0.907614818,0.579916225,0.740436128,0.753634878,0.188539807,0.213821339,0.49869757,0.613411648,0.113651355,0.791538368,0.019147676,N/A,"English, Russian","France, Russia",Philippe Martinez,2014,"Action, Drama, Thriller",134,310,Gí©rard Depardieu, Elizabeth Hurley,3529,0.254746387,1.268447837,0.907899048
Universal Soldier,0.271903953,0.406014325,0.057244242,0.866714053,0.399714747,0.458200023,0.306571405,0.806374958,0.303780627,0.630006765,0.914081065,0.031563824,0.245532133,0.060557729,0.248057221,0.390455166,0.806448122,0.84918755,0.286794644,0.734637422,0.815982769,0.73154561,0.719186422,0.12453969,0.254713652,0.268277542,0.307218801,0.096552724,0.63788732,0.057601865,R,English,USA,Roland Emmerich,1992,"Action, Sci-Fi, Thriller",102,69500,Jean-Claude Van Damme, Dolph Lundgren,5892,0.244738629,1.491593275,0.864521169
Prisoners,0.428110126,0.485458265,0.038367885,0.637340951,0.337290342,0.270600698,0.287234904,0.697442851,0.217708638,0.571398587,0.950474434,0.062580456,0.627625152,0.118347761,0.389309066,0.811479297,0.851630631,0.951049701,0.778014049,0.794937411,0.613303584,0.85670767,0.576469772,0.042845082,0.233876072,0.25981639,0.250874471,0.048542635,0.749451325,0.020512929,R,English,USA,Denis Villeneuve,2013,"Crime, Drama, Mystery",153,392734,Hugh Jackman, Jake Gyllenhaal,8861,0.174359553,1.189965904,0.88066282
Buck,0.501667637,0.649808787,0.351365509,0.375782221,0.32116746,0.166669972,0.139250316,0.265604498,0.189917733,0.646290758,0.918273518,0.137520385,0.684185199,0.252145174,0.838459428,0.936179596,0.293164108,0.905075073,0.851393815,0.63114501,0.379908626,0.269668971,0.947042408,0.332312111,0.520645354,0.571863987,0.143038548,0.167864469,0.320206087,0.483962974,PG,English,USA,Cindy Meehl,2011,Documentary,88,2748,Buck Brannaman, Gary Myers,11839,0.164371991,1.00382995,0.858255769
Zindagi Na Milegi Dobara,0.46110749,0.694142211,0.125375744,0.617193362,0.3091145,0.239825464,0.368292447,0.599510046,0.313692197,0.339458578,0.925137445,0.184349399,0.784799914,0.394564225,0.268728373,0.859416276,0.810909112,0.948492563,0.837319951,0.650937464,0.728539473,0.749200916,0.655213683,0.158161053,0.557217417,0.401050643,0.463845123,0.199719103,0.754767508,0.128039174,N/A,"Hindi, Japanese, Spanish, English",India,Zoya Akhtar,2011,"Adventure, Comedy, Drama",155,44519,Katrina Kaif, Hrithik Roshan,10174,0.184096717,1.382798574,0.901352636
The Stanford Prison Experiment,0.406682349,0.578236207,0.123507045,0.61953666,0.455475529,0.332554981,0.274110432,0.670042134,0.191630901,0.740585627,0.948237597,0.043272541,0.418267709,0.09301077,0.379374516,0.671158668,0.653436289,0.894025036,0.592068362,0.787988309,0.762904556,0.555581916,0.919748328,0.074514868,0.341247838,0.277769889,0.142382823,0.12638756,0.497240634,0.23733257,R,English,USA,Kyle Patrick Alvarez,2015,"Biography, Drama, History",122,17206,Billy Crudup, Michael Angarano,11389,0.158574063,1.163383546,0.874910496
Rio 2,0.514217633,0.86074211,0.037368166,0.894099845,0.382659786,0.176632023,0.295227292,0.824967482,0.234253592,0.803389496,0.975030766,0.01774254,0.49933177,0.07375865,0.372449683,0.738888334,0.868317348,0.960721241,0.721483353,0.530571874,0.951946495,0.864838734,0.789371533,0.214186622,0.796449954,0.138817973,0.023064958,0.355002565,0.863185588,0.241868879,G,"English, Portuguese",USA,Carlos Saldanha,2014,"Animation, Adventure, Comedy",101,59428,Jake T. Austin, Carlinhos Brown,7911,0.217418784,1.464991023,0.858160732
Silenced,0.788592642,0.689745476,0.632991576,0.118652156,0.705672287,0.376385715,0.311758234,0.361774219,0.01562,0.937392687,0.874114717,0.294423335,0.655309378,0.315541459,0.546249992,0.994349758,0.110847803,0.59761382,0.760137681,0.681291576,0.292423638,0.004348086,0.998651476,0.270175243,0.66493108,0.695194887,0.283792734,0.361273125,0.046663392,0.958000882,N/A,Korean,South Korea,Dong-hyuk Hwang,2011,Drama,125,4187,Yoo Gong, Yu-mi Jeong,12377,0.182677547,1.034822371,0.90798915
The Spiral Staircase,0.646920117,0.627657774,0.155888804,0.513328522,0.44556544,0.442111549,0.255871369,0.59511857,0.248910925,0.569533502,0.977986464,0.172851221,0.845408091,0.238812091,0.397207228,0.947618224,0.705045885,0.976845565,0.928043176,0.776953824,0.459774162,0.612322566,0.71556474,0.123882488,0.323054163,0.389673367,0.283548397,0.082535759,0.704229486,0.032698656,APPROVED,English,USA,Robert Siodmak,1945,"Horror, Mystery, Thriller",83,6731,Dorothy McGuire, George Brent,5517,0.203008882,1.117600631,0.912097227
Ghayal Once Again,0.383872152,0.290568587,0.078441409,0.627748182,0.577342726,0.695445527,0.604443369,0.687971035,0.291731053,0.428427999,0.898748418,0.160536567,0.63243343,0.11010445,0.083185925,0.954363092,0.852448039,0.871105837,0.871941603,0.920455598,0.671183676,0.574284314,0.722294588,0.267685854,0.280051149,0.404376968,0.540955586,0.115464413,0.610522982,0.017827763,N/A,Hindi,India,Sunny Deol,2016,"Action, Drama",127,3945,Sunny Deol, Rishabh Arora,10725,0.170536131,1.299615385,0.859109019
16 Years of Alcohol,0.46603951,0.512100079,0.065903957,0.599142822,0.278229165,0.361247293,0.2782347,0.483312717,0.585007682,0.329693393,0.89489414,0.128085687,0.848387652,0.151371718,0.532643296,0.921769689,0.841556425,0.913804744,0.908279362,0.745961448,0.757334975,0.921339543,0.908057529,0.49345053,0.671108035,0.372332935,0.162801032,0.19286443,0.788458222,0.259501297,R,English,UK,Richard Jobson,2003,"Crime, Drama",102,1481,Kevin McKidd, Laura Fraser,6291,0.228580512,1.220545977,0.918856319
Lighthouse,0.416960909,0.626105635,0.096141605,0.758705492,0.383294599,0.355541908,0.281534966,0.701878361,0.231055257,0.768896325,0.955413276,0.040916448,0.529412361,0.073766008,0.362484523,0.73126862,0.755318451,0.935925026,0.59437941,0.632339098,0.782182479,0.71751569,0.79728339,0.093758234,0.358201165,0.284322754,0.183528432,0.208031126,0.555905472,0.166042583,R,English,UK,Simon Hunter,1999,"Horror, Thriller",95,1023,James Purefoy, Rachel Shelley,2733,0.309915843,1.496389892,0.834944825
Eddie,0.306374862,0.309446761,0.012736327,0.923725474,0.444734034,0.487281401,0.391540999,0.884395733,0.440922821,0.708093125,0.738333931,0.011688365,0.1608604,0.016340676,0.444420423,0.13053453,0.948672827,0.353207341,0.188955382,0.845715474,0.834439115,0.977366363,0.478949649,0.099182573,0.140488292,0.040660222,0.197476069,0.329860664,0.944404313,0.14510259,PG-13,"English, Russian",USA,Steve Rash,1996,"Comedy, Sport",100,7124,Whoopi Goldberg, Frank Langella,12681,0.160634019,1.984854859,0.90526155
Lili,0.482368786,0.812608003,0.179296758,0.651908263,0.360839176,0.218043254,0.259173315,0.46858579,0.301187802,0.627696264,0.980357582,0.16200705,0.873096423,0.273788289,0.432282661,0.933965691,0.583542334,0.962223267,0.92726059,0.592143284,0.728863401,0.511177748,0.782053306,0.339828194,0.798244666,0.330331856,0.256781572,0.230829703,0.752322949,0.207938241,PASSED,English,USA,Charles Walters,1953,"Drama, Musical, Romance",81,2427,Leslie Caron, Mel Ferrer,5983,0.227812134,1.388756928,0.905732019
Jay and Silent Bob Strike Back,0.04271406,0.129270501,0.156631696,0.755039086,0.193957648,0.268062769,0.139650768,0.283903826,0.507654085,0.195264588,0.434972518,0.12183833,0.300973501,0.108620212,0.745813835,0.635526495,0.660557928,0.421616029,0.323860538,0.738439413,0.84546387,0.816680742,0.970641628,0.709569604,0.787322204,0.500538339,0.400733932,0.05757868,0.385963127,0.800566977,R,English,USA,Kevin Smith,2001,Comedy,104,129223,Jason Mewes, Kevin Smith,10319,0.213683496,1.430178069,0.922605498
Meet the Feebles,0.204451718,0.426940494,0.248660738,0.54175399,0.238960484,0.305715601,0.150792462,0.257846687,0.533170572,0.312996418,0.804264636,0.209120771,0.647660242,0.287331051,0.686124855,0.863496654,0.610166809,0.846944197,0.676864421,0.559893882,0.635942896,0.700725517,0.880172064,0.662052955,0.611954066,0.579835424,0.520100172,0.183386819,0.527283609,0.460156922,R,English,New Zealand,Peter Jackson,1989,"Comedy, Music, Musical",97,15986,Danny Mulheron, Donna Akersten,6913,0.259655721,1.520336606,0.904435487
Unlucky Stars,0.358208602,0.559256408,0.059306836,0.622858066,0.283815737,0.19389935,0.247671899,0.667659161,0.253736118,0.570601762,0.901778668,0.034504563,0.346282258,0.088020378,0.396471523,0.453402828,0.830296402,0.921756077,0.51633707,0.727951192,0.756549008,0.904301422,0.566955275,0.037245129,0.122011324,0.243000698,0.155365957,0.137926395,0.791156474,0.057007711,N/A,English,USA,Dennis Ruel,2015,"Action, Adventure, Comedy",100,47,Dennis Ruel, Ken Quitugua,8160,0.177083333,1.154177898,0.86665323
The Spirit of '45,0.605464309,0.57783677,0.212263514,0.288226478,0.671630941,0.708399815,0.725707082,0.409527414,0.115632077,0.885598559,0.662968373,0.085486725,0.310823234,0.055306591,0.348721435,0.99782503,0.618407743,0.326186739,0.864266943,0.936282935,0.673177299,0.30885133,0.997095857,0.37186345,0.693170021,0.512359287,0.054756579,0.718754711,0.109019106,0.939845049,N/A,English,UK,Ken Loach,2013,"Documentary, History",94,816,Winston Churchill, Tony Benn,11941,0.206599112,1.208383234,0.914870044
Fleurs de sang,0.457482419,0.697068612,0.136772067,0.615245997,0.324959695,0.292649421,0.269506546,0.57777018,0.327614873,0.58153296,0.971303935,0.135335285,0.830261074,0.256977656,0.367555729,0.865193496,0.651201549,0.961135379,0.866655548,0.751462358,0.750887716,0.586662987,0.812675663,0.229246272,0.614465639,0.376394945,0.18713991,0.108450006,0.67747845,0.125858402,N/A,French,"Spain, France, Switzerland","Myriam Mí©ziíÂres, Alain Tanner",2002,N/A,100,44,Myriam Mí©ziíÂres, Bruno Todeschini,3716,0.298439182,1.208685163,0.914939652
Hot Bot,0.535391103,0.749039064,0.061983087,0.739426164,0.54987841,0.419336873,0.411295695,0.845454075,0.157523048,0.827262194,0.980838216,0.029469314,0.43728681,0.076828886,0.255843742,0.794966658,0.750514365,0.91711072,0.753053902,0.823081592,0.925844302,0.501692682,0.950396621,0.067307032,0.643612501,0.136069838,0.064659712,0.14757889,0.570355432,0.231056183,N/A,English,USA,Michael Polish,2016,"Comedy, Sci-Fi",86,1183,Zack Pearlman, Doug Haley,8111,0.230181235,1.21134594,0.907015345
"Silent Night, Deadly Night 5: The Toy Maker",0.504963789,0.633867195,0.099744572,0.641742161,0.327319529,0.174150613,0.166878303,0.648590608,0.282566571,0.502591362,0.963473795,0.08755372,0.607111319,0.193537799,0.342791959,0.648430874,0.72769404,0.993841851,0.790527549,0.645334167,0.6168552,0.750738207,0.49120533,0.063674378,0.212080093,0.38540336,0.231716715,0.049129744,0.816260388,0.007946797,R,English,USA,Martin Kitrosser,1991,"Horror, Sci-Fi",90,908,William Thorne, Jane Higginson,3598,0.224291273,1.10295858,0.897549275
Not Fade Away,0.333754397,0.345581656,0.074308731,0.511768018,0.338908433,0.465297879,0.365742143,0.497784448,0.461745964,0.440777691,0.543671041,0.1606754,0.516268667,0.129644226,0.726086929,0.756697943,0.908617849,0.537359946,0.671910083,0.828308941,0.613023414,0.910117552,0.87889209,0.304348116,0.472434881,0.376744669,0.337996799,0.295055873,0.606392433,0.419165495,R,English,USA,David Chase,2012,Drama,112,3698,John Magaro, Jack Huston,7481,0.26747761,1.405456853,0.897424823
Eat Pray Love,0.621605997,0.788709486,0.13276439,0.549243052,0.492816993,0.391058057,0.479147406,0.66748245,0.366148672,0.462487579,0.969063077,0.204994437,0.919704615,0.393283849,0.435711694,0.965483111,0.853843329,0.957847865,0.965322096,0.741568826,0.710254797,0.713698975,0.853950823,0.253901905,0.779853689,0.372489867,0.244259882,0.300687397,0.822915333,0.236948671,PG-13,"English, Italian, Portuguese",USA,Ryan Murphy,2010,"Drama, Romance",133,64385,Julia Roberts, I. Gusti Ayu Puspawati,11254,0.198773769,1.200487013,0.88420983
Not Cool,0.333224537,0.657714668,0.124974657,0.546929508,0.179484714,0.155536323,0.106951578,0.527874391,0.419868376,0.48498474,0.730668512,0.214670047,0.48671165,0.348204278,0.648606056,0.554557185,0.799257984,0.907194591,0.604016293,0.561207536,0.650223267,0.909493005,0.633267893,0.076872612,0.555819357,0.308413295,0.221098082,0.149967112,0.774211658,0.396412835,NOT RATED,English,USA,Shane Dawson,2014,Comedy,93,4210,Shane Dawson, Cherami Leigh,10169,0.196872849,1.28513146,0.868537879
Northanger Abbey,0.808417135,0.869194763,0.218510765,0.386004933,0.552620238,0.287642893,0.279559636,0.611022301,0.089129246,0.855698874,0.976523637,0.277777505,0.934861669,0.295618848,0.285865617,0.997887551,0.588383619,0.973908613,0.981760315,0.626945594,0.144587558,0.220294079,0.965255513,0.235849311,0.759742903,0.374622609,0.235725793,0.198259884,0.562847628,0.185395377,N/A,English,"UK, USA, Ireland",Jon Jones,2007,"Drama, Romance",84,10094,Geraldine James, Michael Judd,8894,0.192376883,1.091397849,0.879889689
Hot Fuzz,0.433299736,0.573518408,0.114387746,0.512061065,0.438968586,0.366964418,0.256989853,0.455997508,0.210376274,0.592516712,0.834906052,0.112812486,0.572883714,0.095767404,0.564173228,0.953374269,0.786190825,0.745258033,0.735211879,0.654322998,0.58737515,0.623469584,0.96271354,0.273037499,0.442483114,0.401810967,0.366142116,0.26397073,0.389594121,0.477952884,R,English,"UK, France, USA",Edgar Wright,2007,"Action, Comedy, Mystery",121,356772,Simon Pegg, Martin Freeman,10780,0.226159555,1.562017265,0.909294678
Bubble Boy,0.322924904,0.647458721,0.029835355,0.865959593,0.291981553,0.229608833,0.215919771,0.690452474,0.428152343,0.512363083,0.906142034,0.033930002,0.484559569,0.081696428,0.576227824,0.722989275,0.924311084,0.872545536,0.610673138,0.539829653,0.915890357,0.916564651,0.706095251,0.231972833,0.725540624,0.188244575,0.140987459,0.204457122,0.881332917,0.270570755,PG-13,English,USA,Blair Hayes,2001,"Adventure, Comedy, Romance",84,25756,Jake Gyllenhaal, Swoosie Kurtz,6653,0.215842477,1.607566766,0.88525848
Quarantine 2: Terminal,0.324224841,0.532212045,0.028107764,0.928481991,0.479828421,0.461049147,0.414949157,0.904837537,0.31928456,0.773012119,0.970389225,0.01334698,0.247340687,0.033916035,0.216539487,0.296538537,0.875734076,0.905954714,0.303287186,0.741996409,0.910964845,0.869290961,0.551640271,0.078731039,0.234612507,0.133050328,0.168927011,0.112582072,0.796317981,0.035784892,R,English,USA,John Pogue,2011,"Horror, Mystery, Sci-Fi",86,14900,Mercedes Mason, Josh Cooke,6615,0.206953893,1.521989906,0.838477628
Angel Face,0.728921644,0.804940982,0.115209776,0.595349612,0.480606034,0.41397398,0.190247435,0.663788283,0.101192423,0.838985245,0.982639026,0.062318137,0.664779504,0.121078961,0.36652848,0.93653361,0.657101137,0.923127918,0.858877763,0.726353343,0.417334643,0.405173665,0.905191651,0.062433812,0.365990111,0.240594203,0.12554586,0.1563613,0.499592854,0.153351607,NOT RATED,"English, Japanese",USA,Otto Preminger,1953,"Crime, Drama, Film-Noir",91,4922,Robert Mitchum, Jean Simmons,9757,0.187045198,1.12522604,0.918671547
Only God Forgives,0.281015394,0.269148767,0.078577904,0.452619388,0.305309165,0.216726685,0.173806109,0.482624535,0.248328499,0.212689715,0.921350356,0.092888408,0.687604495,0.161597338,0.373134957,0.8351675,0.734589026,0.974706789,0.900619182,0.886413987,0.639099438,0.750712847,0.735302549,0.064609603,0.139653867,0.471206995,0.485822757,0.00986085,0.71264338,0.007389626,R,"English, Thai","Denmark, France, USA, Sweden",Nicolas Winding Refn,2013,"Crime, Drama",90,84076,Ryan Gosling, Kristin Scott Thomas,1470,0.334013605,0.92,0.878645185
View from the Top,0.673920264,0.846167385,0.028561072,0.713818815,0.662121823,0.566964651,0.64048618,0.906248849,0.271900246,0.810819462,0.96919327,0.061861456,0.732377658,0.126250489,0.350562763,0.883268511,0.964394162,0.886042324,0.855634976,0.768459187,0.855238763,0.892270834,0.744422336,0.093296203,0.652435468,0.126825134,0.16422476,0.441587038,0.915261151,0.203128008,PG-13,English,USA,Bruno Barreto,2003,"Comedy, Romance",87,21317,Gwyneth Paltrow, Christina Applegate,8111,0.228578474,1.54491018,0.880868307
Unicorn City,0.339087226,0.616499414,0.129139837,0.746487772,0.387557166,0.339101576,0.307142241,0.635517203,0.355728332,0.639603302,0.907009409,0.047899052,0.413681075,0.150279113,0.33143122,0.82587421,0.744186294,0.87094598,0.62966408,0.599602554,0.934698217,0.679323069,0.929250987,0.357324383,0.733046537,0.293181401,0.121612054,0.284049667,0.673685228,0.341236174,PG,English,USA,Bryan Lefler,2012,"Comedy, Romance",103,1093,Jon Gries, Matt Mattson,7548,0.257419184,1.432106599,0.892569203
Cosmopolis,0.410377813,0.517160907,0.244245662,0.514013042,0.440567732,0.624541234,0.467590595,0.355881456,0.412561239,0.604610926,0.763989303,0.122435985,0.71615199,0.126875338,0.394646116,0.935812878,0.567738674,0.411596794,0.866722251,0.872386625,0.885329851,0.417584799,0.995550963,0.617601607,0.811300028,0.383335766,0.119462998,0.357285396,0.237290896,0.789296757,R,English,"Canada, France, Portugal, Italy",David Cronenberg,2012,Drama,109,38052,Robert Pattinson, Sarah Gadon,8771,0.255615095,1.221063608,0.8831373
Meet the Fockers,0.363323155,0.744311296,0.103125683,0.688191933,0.339031698,0.159096901,0.128866906,0.559113296,0.219279707,0.61374578,0.87699107,0.098818679,0.556642187,0.189875363,0.580752011,0.867196733,0.842983378,0.92071559,0.780388399,0.538000371,0.661216931,0.825269722,0.705632093,0.110118148,0.590292176,0.262773734,0.290111801,0.200361533,0.7782227,0.314076176,PG-13,"English, Spanish, Hebrew",USA,Jay Roach,2004,"Comedy, Romance",115,212060,Robert De Niro, Ben Stiller,15316,0.170801776,1.470321018,0.865801603
Angels Sing,0.740907614,0.923031464,0.021898219,0.855841354,0.462036795,0.22505149,0.292701106,0.870298399,0.183687717,0.886316115,0.970782705,0.032652497,0.633619013,0.082033912,0.4175881,0.81363084,0.959656796,0.955498829,0.835244259,0.521563148,0.574062165,0.971254347,0.542623475,0.041434492,0.643269994,0.072780379,0.041304881,0.463659442,0.938330719,0.090002391,PG,English,USA,Tim McCanlies,2013,"Comedy, Drama, Family",87,1381,Harry Connick Jr., Connie Britton,6889,0.210915953,1.59502924,0.874933426
Private Parts,0.342040188,0.501177995,0.065347212,0.580434283,0.350492523,0.357857634,0.24599506,0.62134546,0.473816686,0.387713057,0.798330015,0.161466137,0.636031842,0.153900381,0.606579006,0.799608041,0.889273455,0.789597744,0.73681879,0.713155002,0.704701399,0.892318943,0.839781636,0.358378103,0.564801181,0.264233858,0.337799295,0.235172262,0.835288516,0.379081883,R,English,USA,Betty Thomas,1997,"Biography, Comedy, Drama",109,29399,Howard Stern, Robin Quivers,16366,0.160821215,1.419364079,0.8779739
Private Number,0.499284687,0.615535189,0.129512546,0.506689967,0.306351651,0.163555414,0.170931184,0.487204952,0.216229738,0.574242281,0.931421314,0.142173219,0.725963584,0.276523223,0.437596763,0.852910047,0.743602918,0.97599746,0.826855991,0.595533814,0.513107372,0.786926448,0.753227888,0.113575064,0.372329211,0.439415781,0.22540116,0.094483983,0.721101888,0.132695279,R,English,USA,LazRael Lison,2014,"Horror, Mystery, Thriller",95,801,Judd Nelson, Tom Sizemore,6376,0.203732748,1.216423104,0.900449752
Eat a Bowl of Tea,0.424632087,0.547292953,0.012512193,0.706941784,0.516477645,0.39007504,0.381972454,0.843029631,0.314720491,0.494691226,0.934099628,0.034220821,0.40132332,0.04779074,0.433629127,0.649107868,0.952968563,0.836090526,0.768881115,0.901561419,0.783095421,0.940031619,0.754397959,0.074900332,0.276037621,0.101364291,0.174513963,0.163976873,0.846373461,0.041848431,PG-13,"English, Mandarin",USA,Wayne Wang,1989,"Drama, Romance",102,530,Cora Miao, Russell Wong,4724,0.253598645,1.345167653,0.90065823
Jason Lives: Friday the 13th Part VI,0.261219066,0.334356296,0.05866388,0.813395577,0.271264091,0.316722783,0.141021339,0.728316042,0.423849209,0.425555584,0.891396471,0.053798388,0.350044817,0.079079738,0.456885466,0.402697324,0.768076631,0.922510385,0.442019198,0.726926418,0.67898743,0.848469962,0.668422706,0.145381961,0.224714675,0.288943595,0.297129898,0.031699892,0.736856027,0.018536316,R,English,USA,Tom McLoughlin,1986,"Horror, Thriller",86,25619,Thom Mathews, Jennifer Cooke,4011,0.268511593,1.239651416,0.844966224
Corporate,0.556523832,0.631780665,0.103213912,0.565932444,0.777414452,0.85628981,0.839055205,0.766439428,0.242629237,0.669482214,0.834696573,0.089610314,0.483755165,0.087495898,0.146483089,0.950487445,0.861678123,0.369969493,0.841649224,0.942765443,0.793775184,0.547431056,0.966896093,0.215098786,0.45892312,0.271183914,0.31299043,0.649737915,0.458677393,0.552187833,N/A,Hindi,India,Madhur Bhandarkar,2006,Drama,142,1489,Bipasha Basu, Kay Kay Menon,11941,0.198140859,1.568659794,0.915639987
Eating Out,0.210890697,0.6369732,0.186037044,0.510750315,0.095639262,0.042306652,0.043632844,0.30874489,0.316379573,0.368241609,0.765005424,0.232332749,0.454916716,0.451619668,0.640047794,0.540931927,0.589151536,0.968305042,0.590634192,0.411691879,0.485980482,0.771620888,0.451483615,0.060408239,0.451404989,0.474593863,0.350507846,0.049654241,0.713604261,0.183390796,UNRATED,English,USA,Q. Allan Brocka,2004,"Comedy, Drama, Romance",90,5041,Rebekah Kochan, Scott Lunsford,6635,0.223813112,1.325581395,0.862206254
Winchester 73,0.407994365,0.660657197,0.026098945,0.91267538,0.396648023,0.328889414,0.212092801,0.793608397,0.149458087,0.78918877,0.978436082,0.003684063,0.318695817,0.014582172,0.389732993,0.575474847,0.809830929,0.779586754,0.458351265,0.749142309,0.844970828,0.785408179,0.840047024,0.050397408,0.346359578,0.090279858,0.068844877,0.108205554,0.683547207,0.054702761,N/A,English,USA,Herschel Daugherty,1967,Western,97,131,Tom Tryon, John Saxon,7459,0.194396032,1.314556962,0.883711365
C.O.G.,0.475220255,0.744812928,0.059992948,0.678350466,0.369080172,0.218760071,0.319046274,0.676429608,0.248742752,0.679850979,0.962815408,0.03780472,0.579540583,0.159031355,0.435026168,0.763133775,0.820394811,0.968151908,0.768820204,0.681264776,0.829097321,0.856665563,0.734286592,0.052168827,0.489203153,0.229778923,0.107412348,0.177936677,0.827034395,0.073755064,N/A,English,USA,Loren Small,2013,Drama,88,15,Austin Bentley,Marshall Fogg,7404,0.197730956,1.273573201,0.8929246
C.r.a.z.y,0.461539759,0.537024932,0.180087544,0.590728768,0.182810389,0.175665173,0.075501467,0.27494434,0.269362233,0.442213537,0.859949765,0.201455575,0.758009192,0.312390059,0.637735713,0.883353044,0.583352202,0.951646099,0.881961258,0.632577204,0.200880342,0.568658408,0.752846407,0.243071176,0.419918503,0.559578612,0.370755522,0.059320039,0.523530051,0.04613961,N/A,German,Germany,Hans-Christian Schmid,2005,Drama,75,3254,Robert Stadlober, Tom Schilling,5300,0.278679245,1.184232365,0.875589034
Cabaret,0.262478257,0.571886514,0.281921309,0.694197282,0.258234161,0.320236355,0.29701276,0.405905356,0.435558505,0.299437433,0.815489101,0.340445689,0.72619267,0.479252666,0.403053402,0.901588142,0.604725364,0.753999844,0.686830717,0.514942993,0.525091532,0.49256155,0.929736854,0.474152271,0.908153296,0.450449382,0.624082328,0.163713261,0.547819905,0.535909037,PG,English,USA,Bob Fosse,1972,Drama,124,36983,Liza Minnelli, Michael York,7768,0.229145211,1.507334963,0.909048159
Cabaret Desire,0.626933107,0.764453209,0.445505157,0.270390885,0.206359284,0.166150001,0.136643282,0.196487849,0.101968735,0.841755687,0.745546616,0.396515504,0.899823654,0.437100632,0.751403527,0.983108721,0.342328078,0.68668072,0.906824028,0.648357609,0.118223518,0.19713786,0.975899605,0.334931613,0.806530512,0.498533016,0.267679111,0.321183251,0.21890395,0.879719243,N/A,English,Spain,Erika Lust,2011,Adult,75,238,Toni Fontana, Sofia Prada,2534,0.374901342,1.123529412,0.865923875
Cabin in the sky,0.438195428,0.615381023,0.050447031,0.823145335,0.345726682,0.330787959,0.210778822,0.66524526,0.346786651,0.615073698,0.954635178,0.054315987,0.756763183,0.077056987,0.45691289,0.857282422,0.850645312,0.881672401,0.810707456,0.690698169,0.606358028,0.847594,0.806763957,0.267835598,0.616278071,0.214648173,0.212470236,0.16918573,0.884281346,0.111700059,PASSED,English,USA,Vincente Minnelli,1943,Musical,98,1926,Ethel Waters, Eddie 'Rochester' Anderson,8186,0.183850476,1.338690476,0.875426083
Cabin in the woods,0.27169497,0.540937993,0.10632561,0.716917467,0.25977744,0.287371932,0.25160385,0.616776794,0.276028264,0.734138585,0.854415289,0.049314726,0.289848049,0.097930685,0.415711818,0.600973149,0.699261735,0.814990139,0.42293188,0.714863467,0.819956739,0.741184735,0.909370542,0.186018697,0.522647724,0.235595367,0.112742458,0.146973036,0.411968094,0.368022391,R,English,USA,Drew Goddard,2012,Fantasy,95,282329,Kristen Connolly, Chris Hemsworth,5500,0.267272727,1.32807309,0.867951381
Cable Guy,0.425232442,0.548073541,0.067307335,0.661874609,0.354051644,0.356524873,0.199761646,0.693822616,0.303048105,0.504816166,0.924015765,0.063501583,0.481062781,0.113890137,0.573639274,0.63342543,0.834978887,0.913289127,0.679206483,0.762141281,0.611836382,0.863719518,0.698002713,0.112365517,0.192982405,0.280126461,0.236749505,0.130971919,0.738347472,0.095772007,PG-13,English,USA,Ben Stiller,1996,Comedy,96,123579,Jim Carrey, Matthew Broderick,5773,0.258444483,1.257654966,0.889791347
